,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
4256,new,1.Platinum,1.Bay Area,Full Stack,p0,2,1,2,0,0.0,No Nice have skill,1281.0,No Nice have skill,56.6,40.0,0,0,0.0,1210
4276,new,1.Platinum,2.Rest of US,Mobile,p0,8,6,4,4,25.0,0,401.0,14.0,29.2,40.0,0,2,0.0,1319
4277,new,1.Platinum,2.Rest of US,Mobile,p0,1,1,1,0,873.0,No Nice have skill,1877.0,No Nice have skill,29.2,40.0,0,0,0.0,1320
4278,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,10,11,4,6,11.0,0,351.0,4.0,29.2,40.0,0,2,1.0,1321
4279,new,1.Platinum,2.Rest of US,Web Frontend,p0,2,3,1,1,4251.0,296.0,15643.0,756.0,29.2,40.0,0,1,0.0,1550
4290,new,1.Platinum,2.Rest of US,Web Backend,p0,4,4,2,2,674.0,45.0,3872.0,5356.0,4.7,40.0,0,0,1.0,1391
4305,new,1.Platinum,2.Rest of US,Full Stack,p0,5,5,3,2,22.0,0,387.0,112.0,29.2,40.0,0,2,0.0,1417
4306,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,2,3,1,1,4251.0,3467.0,15643.0,8821.0,29.2,40.0,0,1,0.0,2894
4308,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,2,3,1,1,4251.0,3467.0,15643.0,8821.0,29.2,40.0,0,1,1.0,2579
4352,new,1.Platinum,1.Bay Area,Full Stack,p0,4,4,3,1,96.0,0,3020.0,84.0,56.6,40.0,0,2,1.0,1631
4353,new,1.Platinum,1.Bay Area,Web Backend,p0,2,1,1,1,1125.0,0,6892.0,84.0,56.6,40.0,0,0,0.0,1800
4359,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,3,3,2,1,1.0,0,53.0,2324.0,56.6,40.0,0,2,0.0,1655
4372,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,3,3,3,0,1.0,No Nice have skill,844.0,No Nice have skill,29.2,40.0,0,0,0.0,1739
4375,new,1.Platinum,2.Rest of US,UI/UX Developer,p0,2,1,2,0,509.0,No Nice have skill,234.0,No Nice have skill,29.2,40.0,0,0,0.0,1758
4376,new,1.Platinum,2.Rest of US,Web Frontend,p0,3,3,1,2,3467.0,16.0,4743.0,5134.0,29.2,40.0,0,0,0.0,1746
4377,new,1.Platinum,2.Rest of US,Backend Systems,p0,5,7,2,3,16.0,84.0,5134.0,576.0,29.2,40.0,0,2,0.0,1743
4383,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,7,8,2,5,615.0,5.0,379.0,128.0,11.7,40.0,0,2,0.0,7309
4384,existing,1.Platinum,2.Rest of US,Full Stack,p0,10,9,3,7,5.0,0,3997.0,0,29.2,40.0,0,2,1.0,2283
4385,existing,1.Platinum,2.Rest of US,QA,p0,4,3,4,0,0.0,No Nice have skill,21.0,No Nice have skill,11.7,40.0,0,0,0.0,6666
4386,existing,1.Platinum,2.Rest of US,Full Stack,p0,2,0,2,0,0.0,No Nice have skill,51.0,No Nice have skill,29.2,40.0,0,0,1.0,2376
4387,existing,1.Platinum,2.Rest of US,Web Backend,p0,5,7,4,1,0.0,213.0,1242.0,1698.0,29.2,40.0,0,2,0.0,2144
4388,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,2,4,0,0.0,No Nice have skill,5.0,No Nice have skill,11.7,40.0,0,0,1.0,3713
4389,existing,1.Platinum,2.Rest of US,UI/UX Developer,p0,5,3,5,0,0.0,No Nice have skill,10.0,No Nice have skill,11.7,40.0,0,0,0.0,9262
4390,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,5,3,3,2,0.0,0,13.0,203.0,11.7,40.0,0,2,1.0,6654
4393,existing,1.Platinum,2.Rest of US,Web Frontend,p0,3,4,2,1,292.0,1656.0,2582.0,197.0,11.7,40.0,0,0,0.0,6366
4394,existing,1.Platinum,2.Rest of US,QA,p0,5,6,5,0,0.0,No Nice have skill,1.0,No Nice have skill,11.7,40.0,0,0,0.0,7316
4395,existing,1.Platinum,2.Rest of US,Other,p0,1,0,1,0,0.0,No Nice have skill,381.0,No Nice have skill,11.7,40.0,0,0,1.0,7708
4396,new,1.Platinum,2.Rest of US,Full Stack,p0,8,8,3,5,5.0,0,3997.0,0,29.2,40.0,0,2,1.0,1774
4397,existing,1.Platinum,2.Rest of US,Web Backend,p0,6,7,2,4,615.0,9.0,379.0,169.0,11.7,40.0,0,2,1.0,4673
4398,existing,1.Platinum,2.Rest of US,Other,p0,3,0,3,0,0.0,No Nice have skill,94.0,No Nice have skill,11.7,40.0,0,0,1.0,7474
4399,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,4,2,0,102.0,No Nice have skill,1113.0,No Nice have skill,11.7,40.0,0,0,1.0,3013
4400,existing,1.Platinum,2.Rest of US,Full Stack,p0,6,7,5,1,0.0,9808.0,565.0,17893.0,11.7,40.0,0,2,1.0,3960
4401,existing,1.Platinum,2.Rest of US,QA,p0,3,2,3,0,0.0,No Nice have skill,9.0,No Nice have skill,11.7,40.0,0,0,1.0,9256
4402,existing,1.Platinum,2.Rest of US,Full Stack,p0,7,9,3,4,38.0,6.0,6538.0,1566.0,11.7,40.0,0,2,0.0,3749
4403,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,2,2,0,0.0,No Nice have skill,275.0,No Nice have skill,11.7,40.0,0,0,1.0,7308
4404,existing,1.Platinum,2.Rest of US,Other,p0,3,2,3,0,0.0,No Nice have skill,38.0,No Nice have skill,11.7,40.0,0,0,1.0,4274
4405,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,2,4,0,0.0,No Nice have skill,103.0,No Nice have skill,11.7,40.0,0,0,0.0,5447
4406,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,3,2,0,50.0,No Nice have skill,6864.0,No Nice have skill,11.7,40.0,0,0,1.0,5837
4407,existing,1.Platinum,2.Rest of US,Full Stack,p0,6,9,4,2,2.0,88.0,276.0,350.0,11.7,40.0,0,2,0.0,8890
4408,existing,1.Platinum,2.Rest of US,Backend Systems,p0,5,2,2,3,1156.0,0,195.0,75.0,11.7,40.0,0,2,1.0,5656
4409,existing,1.Platinum,2.Rest of US,Web Frontend,p0,4,4,2,2,1479.0,0,6563.0,182.0,11.7,40.0,0,2,0.0,8888
4410,existing,1.Platinum,2.Rest of US,Web Frontend,p0,7,8,4,3,0.0,1.0,318.0,1915.0,11.7,40.0,0,2,1.0,4081
4411,existing,1.Platinum,2.Rest of US,Web Frontend,p0,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.7,40.0,0,1,0.0,4452
4412,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,5,6,3,2,0.0,541.0,370.0,6042.0,11.7,40.0,0,2,1.0,3610
4413,existing,1.Platinum,2.Rest of US,Web Backend,p0,5,6,5,0,2.0,No Nice have skill,159.0,No Nice have skill,11.7,40.0,0,0,1.0,3963
4414,existing,1.Platinum,2.Rest of US,Web Backend,p0,6,5,2,4,50.0,0,6864.0,9.0,29.2,40.0,0,2,1.0,2375
4415,existing,1.Platinum,2.Rest of US,Other,p0,4,3,3,1,0.0,3188.0,38.0,8619.0,11.7,40.0,0,0,1.0,3549
4416,existing,1.Platinum,2.Rest of US,QA,p0,5,2,3,2,0.0,0,9.0,110.0,11.7,40.0,0,2,0.0,8892
4417,existing,1.Platinum,2.Rest of US,DevOps,p0,3,3,3,0,0.0,No Nice have skill,1624.0,No Nice have skill,11.7,40.0,0,0,1.0,3892
4418,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),,8,9,3,5,22.0,0,81.0,5.0,11.7,,0,2,1.0,4907
4419,existing,1.Platinum,2.Rest of US,Web Frontend,p0,2,3,2,0,292.0,No Nice have skill,2582.0,No Nice have skill,11.7,40.0,0,0,1.0,6338
4420,existing,1.Platinum,2.Rest of US,Web Frontend,p0,6,8,3,3,8.0,102.0,2641.0,49.0,11.7,40.0,0,2,0.0,8889
4421,existing,1.Platinum,2.Rest of US,,,2,4,2,0,102.0,No Nice have skill,1113.0,No Nice have skill,11.7,,0,0,1.0,4860
4422,existing,1.Platinum,2.Rest of US,Full Stack,p0,4,6,4,0,0.0,No Nice have skill,20.0,No Nice have skill,11.7,40.0,0,0,0.0,7317
4423,existing,1.Platinum,2.Rest of US,Backend Systems,p0,5,2,2,3,1156.0,0,7630.0,75.0,11.7,40.0,0,2,1.0,5835
4424,existing,1.Platinum,2.Rest of US,Other,p0,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,11.7,40.0,0,0,0.0,7555
4425,existing,1.Platinum,2.Rest of US,Other,p0,2,0,2,0,0.0,No Nice have skill,51.0,No Nice have skill,11.7,40.0,0,0,1.0,3171
4426,existing,1.Platinum,2.Rest of US,Web Frontend,p0,5,7,3,2,197.0,50.0,1964.0,6864.0,11.7,40.0,0,2,1.0,6083
4427,existing,1.Platinum,2.Rest of US,Other,p0,3,0,3,0,0.0,No Nice have skill,94.0,No Nice have skill,11.7,40.0,0,0,1.0,7148
4428,existing,1.Platinum,2.Rest of US,Full Stack,p0,9,9,1,8,4251.0,0,15643.0,0,11.7,40.0,0,2,1.0,2372
4429,existing,1.Platinum,2.Rest of US,Other,p0,2,2,2,0,0.0,No Nice have skill,1962.0,No Nice have skill,11.7,40.0,0,0,0.0,5445
4430,existing,1.Platinum,2.Rest of US,UI/UX Developer,p0,7,8,4,3,22.0,36.0,1243.0,422.0,11.7,40.0,0,2,0.0,7310
4431,existing,1.Platinum,2.Rest of US,QA,p0,2,1,2,0,793.0,No Nice have skill,400.0,No Nice have skill,11.7,40.0,0,0,0.0,9322
4432,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),,7,7,3,4,197.0,0,1964.0,0,11.7,40.0,0,2,1.0,4841
4433,existing,1.Platinum,2.Rest of US,Web Backend,p0,5,5,3,2,29.0,0,563.0,85.0,11.7,40.0,0,2,0.0,8887
4434,existing,1.Platinum,2.Rest of US,,,6,8,3,3,22.0,48.0,81.0,106.0,11.7,,0,2,1.0,4999
4435,existing,1.Platinum,2.Rest of US,Full Stack,p0,9,10,3,6,5.0,0,3997.0,2.0,29.2,,0,2,1.0,2145
4436,existing,1.Platinum,2.Rest of US,Web Frontend,p0,7,7,4,3,3.0,0,1086.0,45.0,11.7,40.0,0,2,0.0,7305
4437,existing,1.Platinum,2.Rest of US,QA,p0,1,1,1,0,793.0,No Nice have skill,2281.0,No Nice have skill,11.7,40.0,0,0,0.0,4486
4438,existing,1.Platinum,2.Rest of US,Web Backend,p0,3,4,3,0,102.0,No Nice have skill,93.0,No Nice have skill,11.7,40.0,0,0,1.0,7913
4439,existing,1.Platinum,2.Rest of US,Web Frontend,p0,4,4,3,1,1.0,1656.0,1060.0,197.0,11.7,40.0,0,2,1.0,5392
4440,new,1.Platinum,2.Rest of US,Web Backend,p0,6,5,2,4,0.0,0,1062.0,42.0,29.2,40.0,0,2,0.0,1981
4441,existing,1.Platinum,2.Rest of US,Web Backend,p0,6,7,2,4,615.0,9.0,379.0,169.0,11.7,40.0,0,2,1.0,4472
4442,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,3,2,0,50.0,No Nice have skill,6864.0,No Nice have skill,11.7,40.0,0,0,1.0,5051
4444,existing,1.Platinum,2.Rest of US,Other,p0,3,0,3,0,0.0,No Nice have skill,94.0,No Nice have skill,11.7,40.0,0,0,1.0,7147
4445,existing,1.Platinum,2.Rest of US,Other,p0,2,0,2,0,0.0,No Nice have skill,988.0,No Nice have skill,11.7,40.0,0,0,1.0,6370
4446,existing,1.Platinum,2.Rest of US,Web Frontend,p0,7,9,2,5,1479.0,5.0,6563.0,3.0,11.7,40.0,0,2,1.0,9302
4447,existing,1.Platinum,2.Rest of US,Backend Systems,p0,2,1,1,1,5048.0,0,15171.0,968.0,11.7,40.0,0,1,1.0,6241
4448,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,5,3,3,2,0.0,0,13.0,203.0,11.7,40.0,0,2,1.0,6368
4449,new,1.Platinum,2.Rest of US,Web Frontend,p0,9,12,4,5,0.0,2.0,3316.0,16.0,29.2,40.0,0,2,1.0,1773
4450,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,3,2,0,50.0,No Nice have skill,6864.0,No Nice have skill,11.7,40.0,0,0,1.0,5836
4451,existing,1.Platinum,2.Rest of US,Web Backend,p0,6,8,4,2,2.0,117.0,149.0,286.0,11.7,40.0,0,2,0.0,7306
4458,existing,1.Platinum,2.Rest of US,Backend Systems,p0,1,1,1,0,515.0,No Nice have skill,1299.0,No Nice have skill,11.7,40.0,0,0,0.0,4518
4459,existing,1.Platinum,2.Rest of US,Machine Learning,p0,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,11.7,40.0,0,0,1.0,7880
4460,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,8,7,3,5,38.0,0,442.0,156.0,29.2,40.0,0,2,1.0,1867
4461,existing,1.Platinum,2.Rest of US,Machine Learning,p0,4,3,4,0,0.0,No Nice have skill,186.0,No Nice have skill,11.7,40.0,0,0,1.0,3112
4462,existing,1.Platinum,2.Rest of US,Mobile,p0,5,5,1,4,1442.0,0,4615.0,1.0,11.7,40.0,0,2,0.0,6623
4463,existing,1.Platinum,2.Rest of US,Other,p0,2,2,2,0,0.0,No Nice have skill,219.0,No Nice have skill,11.7,40.0,0,0,0.0,7614
4464,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,1.0,2613
4465,existing,1.Platinum,2.Rest of US,Web Backend,p0,7,6,2,5,0.0,0,3329.0,114.0,11.7,40.0,0,2,1.0,9320
4466,existing,1.Platinum,2.Rest of US,Web Frontend,p0,6,8,5,1,0.0,1480.0,63.0,2062.0,11.7,40.0,0,2,1.0,7482
4467,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,5,5,3,2,38.0,389.0,442.0,3414.0,29.2,40.0,0,2,1.0,2371
4468,existing,1.Platinum,2.Rest of US,Full Stack,p0,2,4,2,0,33.0,No Nice have skill,9581.0,No Nice have skill,29.2,40.0,0,0,1.0,2464
4469,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,0.0,2839
4470,existing,1.Platinum,2.Rest of US,Other,p0,4,4,3,1,0.0,4315.0,50.0,8396.0,11.7,40.0,0,0,0.0,4006
4471,existing,1.Platinum,2.Rest of US,Web Backend,p0,7,6,4,5,0.0,0,877.0,114.0,11.7,40.0,0,2,0.0,5915
4472,existing,1.Platinum,2.Rest of US,Other,p0,4,4,3,1,0.0,9808.0,36.0,17893.0,11.7,40.0,0,0,0.0,3362
4473,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,0.0,4359
4474,existing,1.Platinum,2.Rest of US,Web Frontend,p0,5,7,1,4,4251.0,3.0,15643.0,2278.0,11.7,40.0,0,2,1.0,6054
4476,existing,1.Platinum,2.Rest of US,Full Stack,p0,1,1,1,0,533.0,No Nice have skill,2888.0,No Nice have skill,11.7,40.0,0,0,0.0,3541
4477,existing,1.Platinum,2.Rest of US,Other,,1,1,1,0,1620.0,No Nice have skill,6514.0,No Nice have skill,11.7,,0,0,1.0,8180
4478,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,40.0,0,1,0.0,3441
4479,new,1.Platinum,2.Rest of US,Mobile,p0,2,1,1,1,873.0,0,1501.0,657.0,29.2,40.0,0,0,0.0,2340
4480,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,40.0,0,1,1.0,6060
4481,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,0.0,6874
4482,existing,1.Platinum,2.Rest of US,Machine Learning,p0,2,3,2,0,1370.0,No Nice have skill,6141.0,No Nice have skill,11.7,40.0,0,0,1.0,2511
4483,existing,1.Platinum,2.Rest of US,,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,,0,0,1.0,3258
4484,existing,1.Platinum,2.Rest of US,DevOps,p0,5,3,4,1,0.0,369.0,27.0,4093.0,11.7,40.0,0,0,0.0,3543
4485,existing,1.Platinum,2.Rest of US,Machine Learning,p0,2,3,2,0,1370.0,No Nice have skill,6141.0,No Nice have skill,11.7,40.0,0,0,0.0,3608
4486,existing,1.Platinum,2.Rest of US,Data Engineering,p0,1,1,1,0,1416.0,No Nice have skill,1155.0,No Nice have skill,11.7,40.0,0,0,1.0,7355
4487,existing,1.Platinum,2.Rest of US,,p0,2,2,2,0,0.0,No Nice have skill,13.0,No Nice have skill,11.7,,0,0,0.0,9308
4488,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,1.0,6031
4489,existing,1.Platinum,2.Rest of US,Web Backend,p1,5,7,4,1,0.0,1656.0,218.0,549.0,11.7,40.0,0,2,1.0,2919
4490,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,0.0,3884
4491,existing,1.Platinum,2.Rest of US,Data Engineering,p0,5,4,5,0,0.0,No Nice have skill,117.0,No Nice have skill,11.7,40.0,0,0,0.0,9066
4492,existing,1.Platinum,2.Rest of US,Machine Learning,p0,2,3,2,0,1370.0,No Nice have skill,6141.0,No Nice have skill,11.7,40.0,0,0,0.0,6832
4495,existing,1.Platinum,2.Rest of US,Web Backend,p0,7,6,3,4,0.0,0,1011.0,56.0,11.7,40.0,0,2,0.0,5242
4496,existing,1.Platinum,2.Rest of US,Web Backend,p0,5,6,3,2,25.0,320.0,874.0,3504.0,11.7,40.0,0,2,1.0,6075
4497,existing,1.Platinum,2.Rest of US,Machine Learning,p0,2,1,2,0,0.0,No Nice have skill,1785.0,No Nice have skill,11.7,40.0,0,0,1.0,2373
4498,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,20.0,0,0,1.0,3646
4499,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,,0,0,1.0,5255
4500,new,1.Platinum,2.Rest of US,Web Backend,p0,3,3,1,2,714.0,76.0,4022.0,1762.0,29.2,40.0,0,0,0.0,2374
4501,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,0.0,5563
4502,existing,1.Platinum,2.Rest of US,Machine Learning,p0,2,3,2,0,1370.0,No Nice have skill,6141.0,No Nice have skill,11.7,20.0,0,0,0.0,3676
4503,existing,1.Platinum,2.Rest of US,Web Backend,p0,2,3,1,1,9808.0,1620.0,17893.0,6514.0,11.7,40.0,0,1,1.0,2918
4504,existing,1.Platinum,2.Rest of US,Web Backend,p0,6,5,1,5,4315.0,0,8396.0,114.0,11.7,40.0,0,2,0.0,5914
4505,existing,1.Platinum,2.Rest of US,,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,,0,0,1.0,5122
4506,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,1,1,0,4228.0,No Nice have skill,13071.0,No Nice have skill,11.7,40.0,0,1,1.0,3542
4507,existing,1.Platinum,2.Rest of US,Machine Learning,,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,1.0,5880
4508,existing,1.Platinum,2.Rest of US,Machine Learning,p0,3,3,3,0,0.0,No Nice have skill,1724.0,No Nice have skill,11.7,40.0,0,0,1.0,5934
4514,new,1.Platinum,2.Rest of US,Web Backend,p0,2,1,2,0,0.0,No Nice have skill,740.0,No Nice have skill,29.2,50.0,0,0,0.0,1948
4526,new,1.Platinum,1.Bay Area,Mobile,p0,3,3,1,2,284.0,0,2554.0,306.0,56.6,40.0,0,2,1.0,2026
4527,new,1.Platinum,1.Bay Area,Mobile,p0,5,1,1,4,873.0,0,1501.0,0,56.6,40.0,0,2,1.0,2025
4528,new,1.Platinum,1.Bay Area,Full Stack,p0,5,6,4,1,22.0,1442.0,3031.0,4615.0,56.6,40.0,0,2,0.0,2063
4529,new,1.Platinum,1.Bay Area,Full Stack,p0,4,5,4,0,25.0,No Nice have skill,1085.0,No Nice have skill,56.6,40.0,0,0,0.0,2062
4533,new,1.Platinum,1.Bay Area,Backend Systems,p0,4,4,4,0,3.0,No Nice have skill,77.0,No Nice have skill,56.6,40.0,0,0,0.0,2075
4548,existing,1.Platinum,2.Rest of US,Full Stack,p0,3,5,3,0,84.0,No Nice have skill,3624.0,No Nice have skill,29.2,40.0,0,0,0.0,3733
4549,existing,1.Platinum,2.Rest of US,Web Backend,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,29.2,40.0,0,1,1.0,5530
4550,existing,1.Platinum,2.Rest of US,Web Frontend,p0,3,4,1,2,4251.0,645.0,15643.0,2828.0,29.2,40.0,0,1,1.0,4079
4551,existing,1.Platinum,2.Rest of US,Web Frontend,,3,4,1,2,4251.0,645.0,15643.0,2828.0,29.2,,0,1,1.0,4386
4552,existing,1.Platinum,2.Rest of US,Web Frontend,p0,3,4,2,1,1479.0,3467.0,6563.0,6024.0,29.2,40.0,0,0,1.0,5236
4553,existing,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,6,8,1,5,9808.0,5.0,17893.0,398.0,29.2,40.0,0,1,1.0,5266
4554,new,1.Platinum,2.Rest of US,Web Frontend,p0,5,7,1,4,4251.0,2.0,15643.0,97.0,29.2,40.0,0,2,1.0,2176
4555,existing,1.Platinum,2.Rest of US,Backend Systems,p0,2,2,2,0,92.0,No Nice have skill,1386.0,No Nice have skill,29.2,40.0,0,0,0.0,5224
4612,new,1.Platinum,2.Rest of US,Web Backend,p0,4,2,1,3,645.0,0,1558.0,337.0,29.2,40.0,0,2,1.0,3480
4613,new,1.Platinum,2.Rest of US,Web Backend,p0,6,5,4,2,4.0,0,1418.0,1572.0,29.2,40.0,0,2,0.0,3540
4614,new,1.Platinum,2.Rest of US,Backend Systems,p0,5,5,4,1,4.0,6922.0,1418.0,14609.0,29.2,40.0,0,2,0.0,3830
4615,existing,1.Platinum,3.Top 30 GDP,Backend Systems,,9,6,6,3,0.0,0,54.0,0,5.9,40.0,0,2,1.0,4686
4616,new,1.Platinum,3.Top 30 GDP,Mobile,p0,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,5.8,40.0,0,0,1.0,3950
4617,new,1.Platinum,3.Top 30 GDP,Mobile,p0,2,2,2,0,284.0,No Nice have skill,942.0,No Nice have skill,5.8,40.0,0,0,1.0,3698
4618,new,1.Platinum,2.Rest of US,Mobile,p0,2,3,2,0,24.0,No Nice have skill,3565.0,No Nice have skill,29.2,40.0,0,0,1.0,4067
4619,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p0,4,5,3,1,57.0,6922.0,664.0,8131.0,29.2,40.0,0,0,1.0,4151
4620,new,1.Platinum,1.Bay Area,Web Frontend,p0,3,4,3,0,0.0,No Nice have skill,890.0,No Nice have skill,56.6,40.0,0,0,0.0,4628
4621,new,1.Platinum,1.Bay Area,Web Backend,p0,4,4,4,0,0.0,No Nice have skill,145.0,No Nice have skill,56.6,40.0,0,0,0.0,4627
4622,new,1.Platinum,1.Bay Area,Full Stack,p0,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,40.0,0,1,0.0,4919
4624,new,1.Platinum,1.Bay Area,Data Engineering,p0,4,5,4,0,15.0,No Nice have skill,2040.0,No Nice have skill,56.6,40.0,0,0,0.0,4866
4625,new,1.Platinum,1.Bay Area,Other,p0,5,4,3,2,0.0,0,126.0,770.0,56.6,40.0,0,2,0.0,4896
4626,new,1.Platinum,1.Bay Area,Backend Systems,p0,3,2,3,0,0.0,No Nice have skill,372.0,No Nice have skill,56.6,40.0,0,0,0.0,5448
4627,new,1.Platinum,1.Bay Area,Backend Systems,p0,3,3,3,0,3.0,No Nice have skill,280.0,No Nice have skill,56.6,40.0,0,0,0.0,5449
4628,new,1.Platinum,1.Bay Area,DevOps,p0,4,3,4,0,0.0,No Nice have skill,400.0,No Nice have skill,56.6,40.0,0,0,0.0,5450
4629,new,1.Platinum,1.Bay Area,Full Stack,p0,8,8,6,2,0.0,36.0,299.0,450.0,56.6,40.0,0,2,1.0,5735
4630,new,1.Platinum,3.Top 30 GDP,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,5.8,40.0,0,0,0.0,5768
4631,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,3,3,3,0,4.0,No Nice have skill,1643.0,No Nice have skill,5.8,40.0,0,0,0.0,5764
4632,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,3,2,3,0,0.0,No Nice have skill,383.0,No Nice have skill,5.8,40.0,0,0,0.0,5763
4633,new,1.Platinum,3.Top 30 GDP,Full Stack,p0,3,4,3,0,3.0,No Nice have skill,2569.0,No Nice have skill,5.8,40.0,0,0,0.0,5767
4634,new,1.Platinum,3.Top 30 GDP,Web Backend,p0,3,3,3,0,4.0,No Nice have skill,1643.0,No Nice have skill,5.8,40.0,0,0,0.0,5766
4635,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p0,1,1,1,0,0.0,No Nice have skill,714.0,No Nice have skill,5.8,40.0,0,0,0.0,6990
4636,new,1.Platinum,2.Rest of US,Other,p0,2,0,2,0,0.0,No Nice have skill,95.0,No Nice have skill,29.2,40.0,0,0,1.0,6520
4637,new,1.Platinum,2.Rest of US,Other,p0,2,0,2,0,0.0,No Nice have skill,173.0,No Nice have skill,29.2,40.0,0,0,0.0,6519
4638,new,1.Platinum,2.Rest of US,DevOps,p0,2,2,2,0,0.0,No Nice have skill,378.0,No Nice have skill,29.2,40.0,0,0,0.0,6518
4639,new,1.Platinum,2.Rest of US,DevOps,p0,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,29.2,40.0,0,0,0.0,6521
4640,new,1.Platinum,1.Bay Area,QA,p0,6,5,6,0,0.0,No Nice have skill,14.0,No Nice have skill,56.6,40.0,0,2,0.0,6824
4641,new,1.Platinum,2.Rest of US,Web Backend,p0,3,4,1,2,9808.0,21.0,17893.0,893.0,29.2,40.0,0,1,0.0,8886
4642,new,1.Platinum,2.Rest of US,Full Stack,p0,3,2,3,0,0.0,No Nice have skill,0.0,No Nice have skill,29.2,40.0,0,0,0.0,9407
4846,new,1.Platinum,1.Bay Area,Web Frontend,p0,5,7,3,2,54.0,0,5624.0,113.0,56.6,40.0,0,2,0.0,2050
4847,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,4,4,2,2,23.0,52.0,153.0,5923.0,56.6,40.0,0,2,0.0,2049
4892,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p0,4,4,4,0,3.0,No Nice have skill,142.0,No Nice have skill,29.2,40.0,0,0,0.0,2551
4893,new,1.Platinum,2.Rest of US,Mobile,p0,5,1,2,3,0.0,0,616.0,123.0,29.2,40.0,0,2,0.0,2552
