,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,target,job_id,developer_chosen
8242,new,2.Gold,1.Bay Area,DevOps,p1,9,7,3,6,0.0,0,949.0,6.0,22.2,40.0,0,1,0.0,4226,0.0
8243,new,2.Gold,1.Bay Area,Web Backend,p1,7,7,3,4,42.0,0,1398.0,86.0,22.2,40.0,0,2,0.0,3760,0.0
8245,new,4.Bronze,3.Top 30 GDP,Web Backend,p1,3,3,2,1,0.0,515.0,487.0,1299.0,1.5,40.0,0,4,0.0,3771,0.0
8247,existing,2.Gold,1.Bay Area,Mobile,p1,9,6,2,7,0.0,0,592.0,0,22.2,40.0,0,1,1.0,4631,1.0
8248,existing,2.Gold,1.Bay Area,Designer,,2,1,2,0,509.0,No Nice have skill,234.0,No Nice have skill,11.7,40.0,0,5,1.0,8094,1.0
8249,existing,2.Gold,1.Bay Area,Mobile,p1,7,6,2,5,50.0,0,333.0,1.0,22.2,40.0,0,1,0.0,4837,0.0
8250,new,2.Gold,1.Bay Area,Full Stack,p1,4,3,2,2,0.0,0,236.0,155.0,22.2,40.0,0,2,1.0,3807,1.0
8251,new,2.Gold,1.Bay Area,Full Stack,p1,4,4,2,2,1375.0,52.0,6140.0,6006.0,22.2,40.0,0,2,1.0,3808,1.0
8252,existing,2.Gold,1.Bay Area,Full Stack,p1,2,1,2,0,0.0,No Nice have skill,236.0,No Nice have skill,22.2,40.0,0,5,1.0,4507,1.0
8253,new,2.Gold,1.Bay Area,Web Frontend,p1,4,6,3,1,22.0,148.0,3708.0,11204.0,22.2,40.0,0,2,1.0,3803,1.0
8254,existing,2.Gold,1.Bay Area,Mobile,p1,7,5,3,4,0.0,0,110.0,73.0,22.2,40.0,0,2,1.0,4506,1.0
8255,new,3.Silver,2.Rest of US,Data Engineering,p1,10,8,4,6,0.0,0,31.0,32.0,13.0,40.0,0,1,0.0,3810,0.0
8256,new,2.Gold,1.Bay Area,Data Engineering,p1,4,4,3,1,0.0,883.0,520.0,9383.0,22.2,40.0,0,2,0.0,3948,0.0
8257,new,2.Gold,1.Bay Area,Data Engineering,p1,4,2,3,1,0.0,0,4.0,517.0,22.2,40.0,0,2,0.0,3942,0.0
8258,new,2.Gold,1.Bay Area,Data Engineering,p1,2,1,2,0,0.0,No Nice have skill,1295.0,No Nice have skill,22.2,40.0,0,2,0.0,3949,0.0
8260,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p1,5,5,4,1,0.0,0,390.0,2845.0,11.5,40.0,0,4,0.0,3988,0.0
8261,existing,4.Bronze,2.Rest of US,,p1,4,5,3,1,403.0,0,133.0,806.0,3.9,40.0,0,5,1.0,4554,1.0
8262,existing,4.Bronze,2.Rest of US,,p1,4,5,3,1,403.0,0,133.0,806.0,3.9,40.0,0,5,0.0,5438,0.0
8263,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,6,8,4,2,17.0,21.0,796.0,532.0,7.4,40.0,0,4,1.0,4322,1.0
8264,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),,5,6,3,2,239.0,21.0,886.0,532.0,7.4,40.0,0,4,1.0,4011,1.0
8266,new,4.Bronze,2.Rest of US,Web Frontend,p1,3,3,3,0,0.0,No Nice have skill,83.0,No Nice have skill,7.4,40.0,0,3,0.0,4046,0.0
8267,new,4.Bronze,2.Rest of US,Other,p1,7,11,4,3,0.0,0,22.0,17.0,7.4,40.0,0,1,0.0,4113,0.0
8268,new,2.Gold,4.Others,,p1,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,1.6,40.0,0,3,0.0,4633,0.0
8270,new,4.Bronze,1.Bay Area,Full Stack,p1,4,6,3,1,86.0,9808.0,3833.0,17893.0,11.5,40.0,0,4,0.0,4164,0.0
8271,new,2.Gold,1.Bay Area,Web Frontend,,3,5,2,1,105.0,3467.0,12001.0,8821.0,22.2,40.0,0,2,0.0,4177,0.0
8272,new,2.Gold,1.Bay Area,Data Engineering,p1,4,1,4,0,0.0,No Nice have skill,6.0,No Nice have skill,22.2,40.0,0,2,1.0,4282,1.0
8273,new,2.Gold,1.Bay Area,Designer,p1,3,1,3,0,0.0,No Nice have skill,29.0,No Nice have skill,22.2,40.0,0,2,1.0,4375,1.0
8274,existing,2.Gold,1.Bay Area,Data Engineering,p1,4,2,4,0,0.0,No Nice have skill,1.0,No Nice have skill,22.2,40.0,0,2,0.0,5644,0.0
8275,existing,2.Gold,1.Bay Area,Data Engineering,p1,7,4,3,4,0.0,0,151.0,0,22.2,40.0,0,2,0.0,6042,0.0
8276,existing,2.Gold,1.Bay Area,Data Engineering,p1,2,1,2,0,0.0,No Nice have skill,131.0,No Nice have skill,22.2,40.0,0,5,0.0,5641,0.0
8278,new,3.Silver,3.Top 30 GDP,Mobile,p1,5,5,2,3,3.0,0,640.0,85.0,2.6,40.0,0,4,0.0,4211,0.0
8279,new,3.Silver,3.Top 30 GDP,Mobile,p1,3,3,2,1,20.0,883.0,375.0,9383.0,2.6,40.0,0,3,0.0,4213,0.0
8280,new,3.Silver,2.Rest of US,DevOps,p1,3,2,3,0,0.0,No Nice have skill,228.0,No Nice have skill,13.0,40.0,0,3,1.0,4223,1.0
8281,existing,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,10,10,3,7,0.0,0,41.0,2.0,13.0,40.0,0,1,0.0,4893,0.0
8283,new,3.Silver,1.Bay Area,Full Stack,p1,3,3,1,2,436.0,0,21126.0,125.0,14.7,40.0,0,0,0.0,4266,0.0
8284,new,2.Gold,2.Rest of US,Web Backend,p1,11,10,7,4,0.0,0,7.0,2.0,23.4,40.0,0,1,0.0,4269,0.0
8285,new,2.Gold,2.Rest of US,DevOps,p1,4,3,4,0,0.0,No Nice have skill,625.0,No Nice have skill,23.4,40.0,0,2,0.0,4270,0.0
8286,new,2.Gold,2.Rest of US,Mobile,p1,3,5,3,0,0.0,No Nice have skill,16.0,No Nice have skill,23.4,40.0,0,2,0.0,4268,0.0
8287,new,3.Silver,1.Bay Area,Web Backend,p1,2,2,1,1,1864.0,560.0,485.0,2959.0,14.7,40.0,0,2,1.0,4292,1.0
8288,new,3.Silver,1.Bay Area,Data Engineering,p1,4,4,3,1,879.0,9808.0,74.0,17893.0,14.7,40.0,0,2,1.0,4489,1.0
8289,new,3.Silver,3.Top 30 GDP,DevOps,p1,5,7,2,3,0.0,8.0,3621.0,181.0,2.6,40.0,0,4,0.0,4317,0.0
8290,new,4.Bronze,3.Top 30 GDP,Full Stack,,5,5,3,2,2.0,0,27.0,136.0,1.5,40.0,0,4,0.0,4361,0.0
8291,new,4.Bronze,3.Top 30 GDP,Full Stack,,2,4,2,0,85.0,No Nice have skill,3844.0,No Nice have skill,1.5,40.0,0,3,0.0,5136,0.0
8292,new,3.Silver,2.Rest of US,QA,p1,4,3,4,0,18.0,No Nice have skill,107.0,No Nice have skill,13.0,40.0,0,3,0.0,4363,0.0
8293,new,3.Silver,2.Rest of US,QA,p1,7,3,4,3,0.0,0,243.0,52.0,13.0,40.0,0,4,0.0,4362,0.0
8294,new,2.Gold,2.Rest of US,,p1,5,3,4,1,0.0,6922.0,149.0,8131.0,23.4,40.0,0,2,0.0,4396,0.0
8295,new,4.Bronze,3.Top 30 GDP,,p1,7,5,3,4,0.0,0,161.0,0,1.5,40.0,0,4,0.0,4479,0.0
8296,new,3.Silver,1.Bay Area,Web Backend,p1,4,5,1,3,2342.0,6.0,5158.0,2629.0,14.7,40.0,0,4,0.0,4699,0.0
8297,new,2.Gold,2.Rest of US,Other,p0,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,23.4,40.0,0,2,0.0,4718,0.0
8301,new,3.Silver,1.Bay Area,Web Backend,p1,3,1,3,0,0.0,No Nice have skill,15.0,No Nice have skill,14.7,40.0,0,3,0.0,6604,0.0
8302,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p1,5,6,2,3,50.0,141.0,6864.0,10156.0,14.7,40.0,0,4,0.0,4805,0.0
8303,new,3.Silver,1.Bay Area,Fullstack (BE-heavy),p1,7,8,2,5,615.0,0,162.0,41.0,14.7,40.0,0,1,0.0,6388,0.0
8305,new,2.Gold,1.Bay Area,Web Frontend,p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,22.2,40.0,0,0,0.0,7754,0.0
8306,new,2.Gold,1.Bay Area,Full Stack,p1,5,7,2,3,1410.0,1.0,10025.0,268.0,22.2,40.0,0,2,0.0,4892,0.0
8312,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),p1,2,2,2,0,403.0,No Nice have skill,229.0,No Nice have skill,23.4,40.0,0,2,1.0,4931,1.0
8313,existing,2.Gold,2.Rest of US,QA,p1,5,2,4,1,0.0,0,158.0,5857.0,23.4,40.0,0,2,0.0,6126,0.0
8314,new,2.Gold,1.Bay Area,Web Frontend,,2,2,2,0,645.0,No Nice have skill,3949.0,No Nice have skill,14.7,40.0,0,2,0.0,5129,0.0
8315,new,2.Gold,1.Bay Area,Data Engineering,,4,4,3,1,231.0,0,2733.0,1887.0,14.7,40.0,0,2,0.0,5135,0.0
8316,new,2.Gold,1.Bay Area,Web Backend,,3,3,1,2,645.0,52.0,1558.0,3999.0,14.7,40.0,0,2,0.0,5134,0.0
8317,new,4.Bronze,1.Bay Area,DevOps,p1,1,1,1,0,148.0,No Nice have skill,11204.0,No Nice have skill,11.5,40.0,0,3,0.0,5172,0.0
8318,new,4.Bronze,1.Bay Area,Mobile,p1,3,4,1,2,3467.0,10.0,8821.0,834.0,11.5,40.0,0,0,0.0,5170,0.0
8319,new,3.Silver,3.Top 30 GDP,Mobile,p1,3,1,3,0,0.0,No Nice have skill,4.0,No Nice have skill,2.6,40.0,0,3,0.0,7457,0.0
8320,new,3.Silver,3.Top 30 GDP,Web Frontend,p1,3,3,2,1,292.0,0,2184.0,105.0,2.6,40.0,0,4,0.0,7456,0.0
8321,new,3.Silver,3.Top 30 GDP,Web Backend,p1,3,2,2,1,46.0,0,520.0,351.0,2.6,40.0,0,4,0.0,5739,0.0
8322,new,4.Bronze,1.Bay Area,Other,p1,4,1,1,3,1125.0,0,6892.0,7.0,11.5,40.0,0,4,0.0,5741,0.0
8323,new,3.Silver,2.Rest of US,Web Backend,p1,3,2,3,0,0.0,No Nice have skill,167.0,No Nice have skill,13.0,40.0,0,3,1.0,5848,1.0
8324,new,3.Silver,2.Rest of US,,p1,3,4,2,1,1410.0,3545.0,10025.0,9460.0,13.0,40.0,0,3,1.0,6041,1.0
8325,new,3.Silver,2.Rest of US,Data Engineering,p1,4,4,4,0,0.0,No Nice have skill,48.0,No Nice have skill,13.0,40.0,0,3,0.0,6104,0.0
8326,new,3.Silver,2.Rest of US,Web Frontend,p1,3,3,1,2,2214.0,0,4939.0,23.0,13.0,40.0,0,4,0.0,6103,0.0
8327,new,3.Silver,2.Rest of US,Web Backend,p1,6,6,2,4,673.0,0,4165.0,11.0,13.0,40.0,0,4,1.0,6101,1.0
8328,new,2.Gold,2.Rest of US,Fullstack (FE-heavy),,6,5,3,3,0.0,0,83.0,67.0,23.4,40.0,0,2,0.0,6203,0.0
8329,new,4.Bronze,2.Rest of US,Full Stack,p1,5,3,4,1,0.0,0,795.0,593.0,7.4,40.0,0,4,0.0,6374,0.0
8330,new,2.Gold,2.Rest of US,Full Stack,,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,23.4,,0,2,0.0,6580,0.0
8331,new,4.Bronze,2.Rest of US,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,7.4,,0,0,0.0,6603,0.0
8332,new,4.Bronze,1.Bay Area,Web Backend,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.5,,0,0,0.0,6619,0.0
8333,new,3.Silver,1.Bay Area,Web Backend,p1,4,1,3,1,0.0,752.0,0.0,1103.0,11.5,40.0,0,4,0.0,6808,0.0
8334,new,3.Silver,3.Top 30 GDP,Web Backend,p1,6,6,4,2,50.0,0,788.0,934.0,2.6,40.0,0,4,1.0,6828,1.0
8335,new,3.Silver,3.Top 30 GDP,Web Backend,p1,4,2,4,0,0.0,No Nice have skill,31.0,No Nice have skill,2.6,40.0,0,3,0.0,6914,0.0
8336,new,2.Gold,2.Rest of US,Full Stack,,4,4,2,2,79.0,0,1024.0,47.0,23.4,40.0,0,2,0.0,6852,0.0
8337,new,4.Bronze,1.Bay Area,Full Stack,,10,9,7,3,2.0,0,26.0,11.0,11.5,40.0,0,1,1.0,7138,1.0
8338,new,4.Bronze,1.Bay Area,Web Frontend,,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,11.5,40.0,0,0,0.0,7136,0.0
8339,new,4.Bronze,2.Rest of US,Other,,2,1,1,1,0.0,3545.0,1030.0,9460.0,7.4,40.0,0,3,0.0,7182,0.0
8341,new,2.Gold,2.Rest of US,Web Backend,p1,2,3,2,0,9.0,No Nice have skill,5614.0,No Nice have skill,23.4,40.0,0,2,0.0,8057,0.0
8342,new,2.Gold,2.Rest of US,Web Backend,p1,4,4,1,3,752.0,0,1103.0,10.0,23.4,40.0,0,2,0.0,7463,0.0
8343,new,2.Gold,2.Rest of US,Cloud - Solutions Architecture,p1,3,2,3,0,0.0,No Nice have skill,54.0,No Nice have skill,23.4,40.0,0,2,1.0,7464,1.0
8344,new,2.Gold,1.Bay Area,Mobile,,3,2,3,0,2.0,No Nice have skill,10.0,No Nice have skill,22.2,40.0,0,2,0.0,7664,0.0
8345,new,2.Gold,1.Bay Area,,,3,4,2,1,343.0,6922.0,3427.0,16794.0,22.2,,0,2,0.0,8049,0.0
8346,new,2.Gold,2.Rest of US,Web Backend,,4,3,4,0,0.0,No Nice have skill,3.0,No Nice have skill,23.4,40.0,0,2,0.0,7875,0.0
8347,new,4.Bronze,2.Rest of US,Full Stack,,2,2,2,0,0.0,No Nice have skill,481.0,No Nice have skill,7.4,,0,3,0.0,7907,0.0
8348,new,2.Gold,1.Bay Area,DevOps,,4,3,3,1,11.0,0,2679.0,194.0,22.2,,0,2,1.0,8047,1.0
8349,new,2.Gold,2.Rest of US,Full Stack,,1,1,1,0,1060.0,No Nice have skill,6518.0,No Nice have skill,23.4,40.0,0,2,0.0,8093,0.0
8351,new,4.Bronze,2.Rest of US,,,5,6,4,1,8.0,9808.0,1088.0,17893.0,7.4,,0,4,1.0,8603,1.0
8352,new,4.Bronze,2.Rest of US,,,6,7,5,1,4.0,9808.0,568.0,17893.0,7.4,,0,4,0.0,8215,0.0
8353,new,3.Silver,2.Rest of US,Mobile,,2,3,2,2,19.0,19.0,690.0,690.0,,,0,3,0.0,6752,0.0
8355,new,3.Silver,1.Bay Area,Web Backend,,3,3,3,0,254.0,No Nice have skill,2347.0,No Nice have skill,,,0,3,0.0,7110,0.0
8356,new,4.Bronze,4.Others,Mobile,,1,2,1,1,284.0,284.0,7078.0,7078.0,,,0,3,0.0,6950,0.0
8357,existing,3.Silver,2.Rest of US,Other,,2,0,2,2,0.0,0,69.0,69.0,,,0,5,0.0,7563,0.0
8358,existing,3.Silver,2.Rest of US,Web Backend,,1,2,1,1,9808.0,9808.0,17893.0,17893.0,,,0,0,0.0,6677,0.0
8359,new,5.Unknown,1.Bay Area,Fullstack (BE-heavy),p1,5,5,3,2,0.0,206.0,372.0,5914.0,,40.0,0,4,0.0,4120,0.0
8360,existing,3.Silver,2.Rest of US,Full Stack,p1,4,5,3,1,132.0,9808.0,1221.0,17893.0,6.5,40.0,0,5,1.0,3197,1.0
8362,existing,3.Silver,2.Rest of US,DevOps,p1,7,7,3,4,0.0,0,38.0,192.0,6.5,40.0,0,1,0.0,3198,0.0
8363,new,4.Bronze,3.Top 30 GDP,Full Stack,p1,7,7,3,4,0.0,0,62.0,395.0,1.5,40.0,0,4,0.0,7282,0.0
8364,existing,3.Silver,2.Rest of US,Full Stack,p1,5,5,3,2,0.0,0,2618.0,880.0,3.9,40.0,0,5,0.0,4138,0.0
8367,existing,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,4,4,3,1,122.0,0,1768.0,1094.0,3.9,40.0,0,4,1.0,3578,1.0
8369,existing,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,5,7,2,3,347.0,5.0,4202.0,289.0,6.5,40.0,0,5,0.0,3991,0.0
8371,existing,2.Gold,2.Rest of US,,p1,4,2,2,2,0.0,26.0,96.0,110.0,11.7,40.0,0,5,0.0,5902,0.0
8372,existing,2.Gold,2.Rest of US,Web Backend,p1,3,2,2,1,178.0,0,490.0,630.0,11.7,40.0,0,5,1.0,3717,1.0
8373,existing,2.Gold,2.Rest of US,Web Frontend,p1,2,3,1,1,4251.0,3467.0,15643.0,8821.0,11.7,40.0,0,0,0.0,3162,0.0
8374,new,4.Bronze,2.Rest of US,Full Stack,p1,4,5,4,0,22.0,No Nice have skill,1026.0,No Nice have skill,7.4,40.0,0,3,1.0,3485,1.0
8375,new,3.Silver,4.Others,Mobile,p1,2,3,1,1,873.0,284.0,1070.0,2371.0,0.9,40.0,0,4,1.0,3052,1.0
8376,new,3.Silver,4.Others,Mobile,p1,4,4,2,2,284.0,127.0,1874.0,1376.0,0.9,40.0,0,4,0.0,2183,0.0
8377,new,3.Silver,4.Others,Mobile,p1,3,4,1,2,284.0,127.0,2554.0,523.0,0.9,40.0,0,4,0.0,3716,0.0
8380,existing,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,5,5,3,2,0.0,1525.0,137.0,6270.0,23.4,40.0,0,2,0.0,5206,0.0
8381,existing,2.Gold,2.Rest of US,Backend Systems,p1,2,0,2,0,0.0,No Nice have skill,1.0,No Nice have skill,23.4,40.0,0,5,0.0,4340,0.0
8383,existing,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,6,3,4,2,0.0,0,11.0,26.0,23.4,40.0,0,2,0.0,7929,0.0
8384,existing,2.Gold,2.Rest of US,Data Engineering,p1,3,3,3,0,0.0,No Nice have skill,4.0,No Nice have skill,23.4,40.0,0,2,0.0,4337,0.0
8385,new,4.Bronze,2.Rest of US,Web Frontend,p1,5,7,2,3,1479.0,8.0,6563.0,2846.0,7.4,40.0,0,4,1.0,2573,1.0
8386,existing,3.Silver,2.Rest of US,,p1,4,5,3,1,1.0,6922.0,509.0,8131.0,6.5,40.0,0,5,0.0,3783,0.0
8387,new,3.Silver,1.Bay Area,Web Backend,p1,1,1,1,0,1864.0,No Nice have skill,485.0,No Nice have skill,14.7,40.0,0,3,1.0,2655,1.0
8388,existing,3.Silver,1.Bay Area,Mobile,p0,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,14.7,40.0,0,5,1.0,3032,1.0
8389,new,4.Bronze,2.Rest of US,,,2,4,2,0,579.0,No Nice have skill,1081.0,No Nice have skill,7.4,40.0,0,3,1.0,2989,1.0
8390,existing,4.Bronze,2.Rest of US,Mobile,,3,3,3,0,0.0,No Nice have skill,51.0,No Nice have skill,3.9,40.0,0,5,0.0,4108,0.0
8391,existing,4.Bronze,2.Rest of US,,,1,2,1,0,2070.0,No Nice have skill,2286.0,No Nice have skill,3.9,40.0,0,5,0.0,3961,0.0
8392,new,4.Bronze,2.Rest of US,,,2,4,2,0,579.0,No Nice have skill,1081.0,No Nice have skill,7.4,40.0,0,3,1.0,2858,1.0
8393,new,4.Bronze,3.Top 30 GDP,Other,p1,2,3,2,0,541.0,No Nice have skill,6042.0,No Nice have skill,1.5,40.0,0,3,0.0,2934,0.0
8394,existing,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,7,8,4,3,7.0,0,1649.0,176.0,6.5,40.0,0,1,0.0,7134,0.0
8395,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,5,6,3,2,197.0,674.0,1964.0,3872.0,13.0,40.0,0,4,1.0,2950,1.0
8396,new,4.Bronze,2.Rest of US,DevOps,p1,4,3,4,0,0.0,No Nice have skill,18.0,No Nice have skill,11.5,40.0,0,3,0.0,3318,0.0
8398,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,4,3,4,0,0.0,No Nice have skill,53.0,No Nice have skill,11.5,40.0,0,3,0.0,3319,0.0
8402,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,4,5,3,1,128.0,4251.0,1963.0,15643.0,7.4,40.0,0,4,0.0,3095,0.0
8403,existing,3.Silver,2.Rest of US,Web Frontend,p1,1,1,1,0,533.0,No Nice have skill,2888.0,No Nice have skill,6.5,40.0,0,5,0.0,6098,0.0
8404,existing,3.Silver,2.Rest of US,Full Stack,p1,5,6,3,2,139.0,3.0,3135.0,704.0,6.5,40.0,0,5,1.0,4128,1.0
8405,new,3.Silver,2.Rest of US,Full Stack,p1,5,6,3,2,139.0,3.0,3135.0,704.0,13.0,40.0,0,4,1.0,3107,1.0
8406,existing,3.Silver,2.Rest of US,Full Stack,p1,5,5,3,2,139.0,0,3135.0,0,6.5,40.0,0,4,1.0,3930,1.0
8407,existing,3.Silver,2.Rest of US,Full Stack,p1,5,5,3,2,184.0,0,2165.0,1148.0,6.5,40.0,0,4,1.0,3793,1.0
8409,new,2.Gold,2.Rest of US,Fullstack (BE-heavy),p1,3,4,2,1,6.0,515.0,234.0,1299.0,23.4,40.0,0,2,0.0,3214,0.0
8410,new,4.Bronze,4.Others,DevOps,p1,6,9,4,2,0.0,33.0,9.0,9581.0,0.5,40.0,0,4,0.0,3216,0.0
8411,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,4,5,2,2,105.0,0,12001.0,5208.0,7.4,40.0,0,4,0.0,3217,0.0
8412,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,3,4,2,1,1410.0,1620.0,10025.0,6514.0,7.4,40.0,0,4,0.0,3218,0.0
8414,new,4.Bronze,4.Others,DevOps,p1,6,2,4,2,0.0,0,18.0,24.0,0.5,40.0,0,4,0.0,3298,0.0
8415,new,4.Bronze,4.Others,Backend Systems,p1,4,3,3,1,0.0,5048.0,102.0,15171.0,0.5,40.0,0,4,0.0,3297,0.0
8417,new,4.Bronze,4.Others,Backend Systems,p1,4,3,2,2,0.0,0,79.0,7.0,0.5,40.0,0,4,0.0,3299,0.0
8418,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,7,7,5,2,0.0,0,226.0,144.0,7.4,40.0,0,1,0.0,3301,0.0
8422,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,7,4,3,0.0,0,375.0,0,7.4,40.0,0,1,0.0,3340,0.0
8423,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,7,4,3,0.0,0,375.0,0,7.4,40.0,0,1,0.0,3344,0.0
8424,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,7,4,3,0.0,0,375.0,0,7.4,40.0,0,1,0.0,3338,0.0
8425,new,2.Gold,1.Bay Area,Mobile,p1,1,2,1,0,284.0,No Nice have skill,2554.0,No Nice have skill,14.7,40.0,0,2,0.0,3391,0.0
8426,new,2.Gold,1.Bay Area,DevOps,p1,1,2,1,0,0.0,No Nice have skill,5340.0,No Nice have skill,14.7,40.0,0,2,0.0,3392,0.0
8427,new,2.Gold,1.Bay Area,Fullstack (BE-heavy),p1,4,4,4,0,8.0,No Nice have skill,117.0,No Nice have skill,14.7,40.0,0,2,0.0,3389,0.0
8428,new,2.Gold,1.Bay Area,Mobile,p1,2,1,2,0,873.0,No Nice have skill,581.0,No Nice have skill,14.7,40.0,0,2,0.0,3347,0.0
8430,new,4.Bronze,1.Bay Area,Full Stack,p1,3,4,3,0,197.0,No Nice have skill,1964.0,No Nice have skill,11.5,40.0,0,3,1.0,3403,1.0
8432,new,4.Bronze,1.Bay Area,Full Stack,p1,4,4,4,0,0.0,No Nice have skill,46.0,No Nice have skill,11.5,40.0,0,3,1.0,3364,1.0
8433,new,4.Bronze,2.Rest of US,Fullstack (FE-heavy),p1,2,3,2,0,321.0,No Nice have skill,4523.0,No Nice have skill,7.4,40.0,0,3,0.0,3371,0.0
8434,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,5,3,0,21.0,No Nice have skill,955.0,No Nice have skill,7.4,40.0,0,3,0.0,3370,0.0
8435,new,2.Gold,3.Top 30 GDP,Data Engineering,p1,8,3,2,6,0.0,0,524.0,0,22.2,40.0,0,1,0.0,3388,0.0
8436,new,3.Silver,2.Rest of US,Mobile,p1,6,4,5,1,0.0,0,32.0,4317.0,13.0,40.0,0,4,0.0,3401,0.0
8437,new,3.Silver,2.Rest of US,Fullstack (FE-heavy),p1,3,2,3,0,0.0,No Nice have skill,40.0,No Nice have skill,13.0,40.0,0,3,0.0,3404,0.0
8438,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,7,5,2,0.0,0,69.0,463.0,7.4,40.0,0,4,0.0,3429,0.0
8439,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,7,7,5,2,0.0,0,69.0,463.0,7.4,40.0,0,4,0.0,3430,0.0
8440,new,2.Gold,2.Rest of US,Backend Systems,p1,7,9,3,4,36.0,0,4178.0,770.0,23.4,40.0,0,2,0.0,3254,0.0
8441,new,3.Silver,1.Bay Area,Backend Systems,p1,4,4,3,1,0.0,2342.0,201.0,5158.0,14.7,40.0,0,2,0.0,3273,0.0
8442,new,4.Bronze,2.Rest of US,Fullstack (BE-heavy),p1,3,3,3,0,10.0,No Nice have skill,730.0,No Nice have skill,7.4,40.0,0,3,0.0,3283,0.0
8443,new,4.Bronze,2.Rest of US,Backend Systems,p1,4,3,4,0,0.0,No Nice have skill,29.0,No Nice have skill,7.4,40.0,0,3,1.0,3282,1.0
8444,new,4.Bronze,4.Others,Fullstack (BE-heavy),p1,3,4,3,0,3.0,No Nice have skill,132.0,No Nice have skill,0.5,40.0,0,3,0.0,3286,0.0
8445,new,4.Bronze,2.Rest of US,Full Stack,p1,6,7,3,3,0.0,0,190.0,36.0,7.4,40.0,0,4,0.0,3451,0.0
8448,new,3.Silver,1.Bay Area,Backend Systems,p1,3,3,2,1,343.0,0,3427.0,1064.0,14.7,40.0,0,4,1.0,3524,1.0
8451,existing,3.Silver,1.Bay Area,Backend Systems,p1,3,3,2,1,132.0,0,7318.0,1064.0,14.7,40.0,0,5,0.0,6284,0.0
8452,new,3.Silver,1.Bay Area,,p1,5,2,4,1,0.0,680.0,3.0,5201.0,14.7,40.0,0,2,1.0,3474,1.0
8453,new,3.Silver,1.Bay Area,,p1,4,3,3,1,284.0,680.0,32.0,5201.0,14.7,40.0,0,2,1.0,3477,1.0
8454,new,4.Bronze,2.Rest of US,Full Stack,p1,3,4,3,0,106.0,No Nice have skill,3570.0,No Nice have skill,7.4,40.0,0,3,1.0,3489,1.0
8455,new,3.Silver,2.Rest of US,Full Stack,p1,3,4,3,0,1.0,No Nice have skill,502.0,No Nice have skill,13.0,40.0,0,3,0.0,3500,0.0
8456,new,4.Bronze,1.Bay Area,Full Stack,p1,4,4,2,2,79.0,0,1024.0,97.0,11.5,40.0,0,4,0.0,3535,0.0
8457,new,4.Bronze,1.Bay Area,Fullstack (FE-heavy),p1,3,3,3,0,0.0,No Nice have skill,45.0,No Nice have skill,11.5,40.0,0,3,0.0,3536,0.0
8459,new,3.Silver,2.Rest of US,Fullstack (BE-heavy),p1,6,5,3,3,0.0,0,132.0,2031.0,13.0,40.0,0,4,0.0,5339,0.0
8460,new,4.Bronze,1.Bay Area,Full Stack,p1,5,7,3,2,67.0,0,5283.0,3621.0,11.5,40.0,0,4,0.0,3561,0.0
8462,new,2.Gold,1.Bay Area,,p1,5,7,3,2,60.0,1479.0,608.0,6563.0,22.2,40.0,0,2,0.0,3605,0.0
