,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
3242,"(69, 91, 114, 388)",['.NET Core' 'Azure' 'C#' 'SQL'],1,0.0,,,,,
3243,"(69, 91, 114, 666)",['ASP.NET' 'Azure' 'C#' 'SQL'],1,67.0,23.0,36.0,8.0,,
3244,"(69, 91, 2036)",['Angular' 'Azure' 'C#'],2,48.0,21.0,19.0,6.0,1.0,1.0
3245,"(69, 91, 388)",['.NET Core' 'Azure' 'C#'],1,0.0,,,,,
3246,"(69, 91, 388, 2104)",['.NET Core' 'Azure' 'Braze' 'C#'],1,0.0,,,,,
3247,"(69, 91, 876)",['ASP.NET Core' 'Azure' 'C#'],2,100.0,24.0,55.0,18.0,2.0,1.0
3248,"(69, 91, 93, 158, 2036)",['Angular' 'Azure' 'C#' 'JavaScript' 'Typescript'],1,0.0,,,,,
3249,"(69, 93, 107, 284, 387, 2031)",['Azure' 'CSS' 'HTML' 'JavaScript' 'React' 'jQuery'],1,0.0,,,,,
3250,"(69, 93, 120, 287)",['Azure' 'JavaScript' 'NoSQL' 'Node.js'],1,0.0,,,,,
3251,"(69,)",['Azure'],2,377.0,61.0,162.0,92.0,37.0,25.0
3252,"(7, 111, 120, 433, 2096)",['AWS' 'Go' 'Node.js' 'REST/RESTful APIs' 'SDLC'],1,0.0,,,,,
3253,"(7, 348, 1690)",['SDLC' 'Scrum' 'Software Testing'],1,0.0,,,,,
3254,"(70, 111, 183, 2036)",['Angular' 'GCP' 'REST/RESTful APIs' 'Stripe'],1,0.0,,,,,
3255,"(70, 113, 2031)",['GCP' 'MySQL' 'React'],1,0.0,,,,,
3256,"(70, 114, 287, 720, 2050)",['AWS Solutions Architecture' 'GCP' 'NoSQL' 'Python(Django)' 'SQL'],1,0.0,,,,,
3257,"(70, 116, 120, 158)",['GCP' 'MongoDB' 'Node.js' 'Typescript'],1,0.0,,,,,
3258,"(70, 120, 122)",['GCP' 'Node.js' 'Vue.js'],1,0.0,,,,,
3259,"(70, 120, 132)",['Firebase' 'GCP' 'Node.js'],1,0.0,,,,,
3260,"(70, 120, 160, 287)",['GCP' 'NoSQL' 'Node.js' 'React Native'],1,0.0,,,,,
3261,"(70, 124, 305)",['GCP' 'Microservices' 'Software Architecture'],1,0.0,,,,,
3262,"(70, 132, 158)",['Firebase' 'GCP' 'Typescript'],1,0.0,,,,,
3263,"(70, 132, 160, 249)",['Cloud' 'Firebase' 'GCP' 'React Native'],2,0.0,,,,,
3264,"(70, 192, 483, 1465)",['Big Data' 'Crawlers' 'Distributed Systems' 'GCP'],1,0.0,,,,,
3265,"(70, 2031, 2087)","['GCP' 'PHP, Laravel' 'React']",1,0.0,,,,,
3266,"(70, 2091, 2097, 2140)",['BigQuery' 'Data Engineering' 'GCP' 'Looker'],1,0.0,,,,,
3267,"(70, 433)",['AWS' 'GCP'],1,0.0,,,,,
3268,"(70, 433, 1615, 2096)",['API Integrations  ' 'AWS' 'GCP' 'Go'],1,0.0,,,,,
3269,"(70, 76, 114, 2031)",['ElasticSearch' 'GCP' 'React' 'SQL'],1,0.0,,,,,
3270,"(70, 80)",['GCP' 'Terraform'],2,0.0,,,,,
3271,"(70, 86, 120, 406, 2031)",['GCP' 'Next.js' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3272,"(70, 86, 2031, 2050)",['GCP' 'PostgreSQL' 'Python(Django)' 'React'],1,0.0,,,,,
3273,"(70, 86, 87, 277)",['GCP' 'Kotlin' 'PostgreSQL' 'Redis'],1,0.0,,,,,
3274,"(70, 93, 120, 121, 282, 2031)",['Express.js' 'GCP' 'JavaScript' 'Node.js' 'React' 'Redux'],1,0.0,,,,,
3275,"(70, 93, 120, 132)",['Firebase' 'GCP' 'JavaScript' 'Node.js'],1,0.0,,,,,
3276,"(70, 93, 120, 2031)",['GCP' 'JavaScript' 'Node.js' 'React'],1,0.0,,,,,
3277,"(70, 93, 2031)",['GCP' 'JavaScript' 'React'],1,0.0,,,,,
3278,"(70,)",['GCP'],2,0.0,,,,,
3279,"(71, 341, 1157)",['Atlassian' 'Confluence' 'Jira'],3,0.0,,,,,
3280,"(710,)",['Python for Data Science'],2,9939.0,568.0,2169.0,869.0,619.0,5714.0
3281,"(720, 1297)",['AWS Solutions Architecture' 'Solution Architecture'],1,0.0,,,,,
3282,"(720, 2067, 2099)",['AWS Solutions Architecture' 'SwiftUI' 'iOS - Swift'],1,11.0,2.0,7.0,2.0,,
3283,"(720,)",['AWS Solutions Architecture'],3,1696.0,293.0,736.0,329.0,136.0,202.0
3284,"(73, 105, 258, 2067)",['Git' 'GitHub' 'Swift' 'iOS - Swift'],1,0.0,,,,,
3285,"(73, 111, 159, 160, 347, 392, 1123, 1938)","['Agile' 'Flutter' 'GitHub' 'GraphQL' 'REST/RESTful APIs' 'React Native'
 'UI Design' 'UX Design']",1,0.0,,,,,
3286,"(73, 111, 2099)",['GitHub' 'REST/RESTful APIs' 'SwiftUI'],1,0.0,,,,,
3287,"(73, 120, 158, 2031)",['GitHub' 'Node.js' 'React' 'Typescript'],1,0.0,,,,,
3288,"(73, 159, 836, 2050)",['AWS DevOps' 'GitHub' 'GraphQL' 'Python(Django)'],1,0.0,,,,,
3289,"(73, 359)",['GitHub' 'Jenkins'],1,0.0,,,,,
3290,"(73, 433, 1299)",['AWS' 'Back-End Development' 'GitHub'],1,0.0,,,,,
3291,"(73, 80, 305, 433, 1013)",['AWS' 'AWS Lambda' 'GitHub' 'Microservices' 'Terraform'],1,0.0,,,,,
3292,"(73, 86, 433, 1250, 2096)",['AWS' 'GitHub' 'GitLab' 'Go' 'PostgreSQL'],1,0.0,,,,,
3293,"(73, 93, 107, 111, 121, 387, 2031)",['CSS' 'GitHub' 'HTML' 'JavaScript' 'REST/RESTful APIs' 'React' 'Redux'],4,0.0,,,,,
3294,"(73, 93, 122, 258)",['Git' 'GitHub' 'JavaScript' 'Vue.js'],1,0.0,,,,,
3295,"(76, 114, 135, 677)",['Database Administration' 'ELK stack' 'ElasticSearch' 'SQL'],1,0.0,,,,,
3296,"(76, 116, 120, 159)",['ElasticSearch' 'GraphQL' 'MongoDB' 'Node.js'],1,0.0,,,,,
3297,"(76, 116, 120, 2031)",['ElasticSearch' 'MongoDB' 'Node.js' 'React'],1,0.0,,,,,
3298,"(76, 116, 120, 2107)",['ElasticSearch' 'MongoDB' 'Nest.js' 'Node.js'],1,0.0,,,,,
3299,"(76, 120, 2050)",['ElasticSearch' 'Node.js' 'Python(Django)'],1,0.0,,,,,
3300,"(76, 1299)",['Back-End Development' 'ElasticSearch'],1,0.0,,,,,
3301,"(76, 86, 124, 221, 377, 2020)","['ElasticSearch' 'PostgreSQL' 'Software Architecture' 'Spark' 'Spring'
 'Team Management']",1,0.0,,,,,
3302,"(76, 86, 159)",['ElasticSearch' 'GraphQL' 'PostgreSQL'],1,0.0,,,,,
3303,"(76, 86, 2050)",['ElasticSearch' 'PostgreSQL' 'Python(Django)'],1,0.0,,,,,
3304,"(76, 86, 433)",['AWS' 'ElasticSearch' 'PostgreSQL'],1,0.0,,,,,
3305,"(76, 86, 433, 2050, 2113)",['AWS' 'Celery' 'ElasticSearch' 'PostgreSQL' 'Python(Django)'],1,0.0,,,,,
3306,"(76, 86, 87, 113, 433)",['AWS' 'ElasticSearch' 'MySQL' 'PostgreSQL' 'Redis'],1,0.0,,,,,
3307,"(76, 87, 526, 1250)",['ElasticSearch' 'GitLab' 'Redis' 'WordPress'],1,0.0,,,,,
3308,"(76, 93, 277, 433, 1976, 2031)",['AWS' 'DOM' 'ElasticSearch' 'JavaScript' 'Kotlin' 'React'],1,0.0,,,,,
3309,"(76,)",['ElasticSearch'],2,0.0,,,,,
3310,"(769, 2115)",['QA' 'Software Development'],1,21.0,10.0,7.0,2.0,,2.0
3311,"(769, 862)",['Software Development' 'Web Development'],1,0.0,,,,,
3312,"(769,)",['Software Development'],12,1081.0,306.0,461.0,161.0,91.0,62.0
3313,"(79, 120)",['Node.js' 'Zookeeper'],1,0.0,,,,,
3314,"(79, 120, 2031)",['Node.js' 'React' 'Zookeeper'],1,0.0,,,,,
3315,"(79,)",['Zookeeper'],3,0.0,,,,,
3316,"(80, 128, 836, 1943)",['AWS DevOps' 'Azure DevOps' 'Terraform' 'Unix Development Environments'],1,0.0,,,,,
3317,"(80, 2096, 2133)",['AWS Operations' 'Go' 'Terraform'],1,0.0,,,,,
3318,"(80, 258, 359, 433)",['AWS' 'Git' 'Jenkins' 'Terraform'],2,0.0,,,,,
3319,"(80, 359, 836)",['AWS DevOps' 'Jenkins' 'Terraform'],2,0.0,,,,,
3320,"(80, 433, 2031, 2050)",['AWS' 'Python(Django)' 'React' 'Terraform'],1,0.0,,,,,
3321,"(80, 769)",['Software Development' 'Terraform'],2,0.0,,,,,
3322,"(80, 836)",['AWS DevOps' 'Terraform'],3,0.0,,,,,
3323,"(80, 836, 1013)",['AWS DevOps' 'AWS Lambda' 'Terraform'],1,0.0,,,,,
3324,"(80, 85, 135)",['ELK stack' 'Grafana' 'Terraform'],1,0.0,,,,,
3325,"(80, 86, 120, 944, 2031)",['Node.js' 'PostgreSQL' 'Puppeteer' 'React' 'Terraform'],2,0.0,,,,,
3326,"(80,)",['Terraform'],1,0.0,,,,,
3327,"(800,)",['Core Java'],2,0.0,,,,,
3328,"(802, 1257, 1675)",['SOAP' 'Salesforce Development' 'Visualforce'],1,0.0,,,,,
3329,"(802, 1615)",['API Integrations  ' 'SOAP'],1,0.0,,,,,
3330,"(820, 2031)",['ClojureScript' 'React'],1,0.0,,,,,
3331,"(820,)",['ClojureScript'],1,0.0,,,,,
3332,"(836, 1013)",['AWS DevOps' 'AWS Lambda'],2,215.0,70.0,105.0,11.0,5.0,24.0
3333,"(836, 2096)",['AWS DevOps' 'Go'],1,61.0,27.0,25.0,7.0,1.0,1.0
3334,"(836,)",['AWS DevOps'],10,1696.0,293.0,736.0,329.0,136.0,202.0
3335,"(857, 1403, 1710)",['AWS Amplify' 'AWS Cognito' 'Nuxt.js'],1,11.0,5.0,6.0,,,
3336,"(857, 2031)",['AWS Amplify' 'React'],1,138.0,79.0,44.0,1.0,,14.0
3337,"(86, 104, 111, 120, 2036)",['Angular' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs' 'Scala'],1,1.0,1.0,,,,
3338,"(86, 107, 113, 116, 120, 122, 305, 311, 598, 2031)","['CSS' 'Javascript ES6' 'Microservices' 'MongoDB' 'MySQL' 'Node.js'
 'PostgreSQL' 'React' 'SASS' 'Vue.js']",1,0.0,,,,,
3339,"(86, 111, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1,248.0,146.0,86.0,8.0,5.0,3.0
3340,"(86, 111, 116, 406, 433)",['AWS' 'MongoDB' 'Next.js' 'PostgreSQL' 'REST/RESTful APIs'],1,1.0,,,,1.0,
3341,"(86, 111, 120, 158, 166, 282)","['Express.js' 'Linux ' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'
 'Typescript']",1,0.0,,,,,
3342,"(86, 111, 1688, 1821)",['Java 8' 'MS SQL Server' 'PostgreSQL' 'REST/RESTful APIs'],1,0.0,,,,,
3343,"(86, 111, 2032)",['PostgreSQL' 'REST/RESTful APIs' 'SpringBoot'],1,0.0,,,,,
3344,"(86, 111, 2050)",['PostgreSQL' 'Python(Django)' 'REST/RESTful APIs'],2,93.0,48.0,38.0,,1.0,6.0
3345,"(86, 111, 2087)","['PHP, Laravel' 'PostgreSQL' 'REST/RESTful APIs']",1,114.0,56.0,55.0,,2.0,1.0
3346,"(86, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL'],1,681.0,303.0,295.0,48.0,14.0,21.0
3347,"(86, 113, 120, 158, 2031)",['MySQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
3348,"(86, 113, 165)",['MySQL' 'PHP' 'PostgreSQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
3349,"(86, 113, 165, 358)",['Laravel' 'MySQL' 'PHP' 'PostgreSQL'],1,464.0,146.0,274.0,26.0,5.0,13.0
3350,"(86, 114, 1186)",['Oracle SQL' 'PostgreSQL' 'SQL'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
3351,"(86, 114, 158, 159, 433, 1013, 2031)",['AWS' 'AWS Lambda' 'GraphQL' 'PostgreSQL' 'React' 'SQL' 'Typescript'],1,0.0,,,,,
3352,"(86, 114, 2050)",['PostgreSQL' 'Python(Django)' 'SQL'],3,414.0,107.0,181.0,18.0,16.0,92.0
3353,"(86, 114, 2084)",['Data Analyst' 'PostgreSQL' 'SQL'],1,903.0,64.0,245.0,88.0,30.0,476.0
3354,"(86, 114, 249, 433)",['AWS' 'Cloud' 'PostgreSQL' 'SQL'],1,0.0,,,,,
3355,"(86, 114, 250, 467)",['Amazon Redshift' 'PostgreSQL' 'Power BI' 'SQL'],1,0.0,,,,,
3356,"(86, 114, 433)",['AWS' 'PostgreSQL' 'SQL'],1,56.0,22.0,26.0,3.0,3.0,2.0
3357,"(86, 116, 120)",['MongoDB' 'Node.js' 'PostgreSQL'],1,156.0,93.0,53.0,3.0,3.0,4.0
3358,"(86, 116, 120, 2031)",['MongoDB' 'Node.js' 'PostgreSQL' 'React'],1,59.0,49.0,6.0,1.0,1.0,2.0
3359,"(86, 116, 120, 314)",['JavaScript Frameworks' 'MongoDB' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3360,"(86, 116, 159, 282)",['Express.js' 'GraphQL' 'MongoDB' 'PostgreSQL'],1,21.0,19.0,1.0,,1.0,
3361,"(86, 116, 2050)",['MongoDB' 'PostgreSQL' 'Python(Django)'],1,32.0,22.0,5.0,,1.0,4.0
3362,"(86, 116, 433)",['AWS' 'MongoDB' 'PostgreSQL'],1,7.0,3.0,3.0,,1.0,
3363,"(86, 120)",['Node.js' 'PostgreSQL'],3,681.0,303.0,295.0,48.0,14.0,21.0
3364,"(86, 120, 121, 158, 2031)",['Node.js' 'PostgreSQL' 'React' 'Redux' 'Typescript'],1,42.0,37.0,4.0,,,1.0
3365,"(86, 120, 131, 158, 159, 2107)",['GraphQL' 'Heroku' 'Nest.js' 'Node.js' 'PostgreSQL' 'Typescript'],1,0.0,,,,,
3366,"(86, 120, 131, 158, 433, 2031)",['AWS' 'Heroku' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,0.0,,,,,
3367,"(86, 120, 131, 282, 2031)",['Express.js' 'Heroku' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3368,"(86, 120, 132, 158, 433)",['AWS' 'Firebase' 'Node.js' 'PostgreSQL' 'Typescript'],1,2.0,1.0,,,1.0,
3369,"(86, 120, 158)",['Node.js' 'PostgreSQL' 'Typescript'],4,259.0,157.0,82.0,6.0,3.0,11.0
3370,"(86, 120, 158, 159)",['GraphQL' 'Node.js' 'PostgreSQL' 'Typescript'],2,50.0,43.0,4.0,,1.0,2.0
3371,"(86, 120, 158, 159, 2031)",['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,34.0,32.0,1.0,,,1.0
3372,"(86, 120, 158, 160)",['Node.js' 'PostgreSQL' 'React Native' 'Typescript'],1,26.0,21.0,3.0,,1.0,1.0
3373,"(86, 120, 158, 160, 1013, 2031, 2107)","['AWS Lambda' 'Nest.js' 'Node.js' 'PostgreSQL' 'React' 'React Native'
 'Typescript']",1,0.0,,,,,
3374,"(86, 120, 158, 1615, 2031)",['API Integrations  ' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,0.0,,,,,
3375,"(86, 120, 158, 2031)",['Node.js' 'PostgreSQL' 'React' 'Typescript'],4,128.0,99.0,20.0,1.0,1.0,7.0
3376,"(86, 120, 158, 282)",['Express.js' 'Node.js' 'PostgreSQL' 'Typescript'],1,97.0,68.0,23.0,1.0,1.0,4.0
3377,"(86, 120, 158, 328, 812)",['Node.js' 'PostgreSQL' 'Third party APIs' 'Typescript' 'Windows SDK'],2,0.0,,,,,
3378,"(86, 120, 158, 433)",['AWS' 'Node.js' 'PostgreSQL' 'Typescript'],2,7.0,4.0,2.0,,1.0,
3379,"(86, 120, 158, 433, 2127)",['AWS' 'Node.js' 'PostgreSQL' 'Serverless' 'Typescript'],1,0.0,,,,,
3380,"(86, 120, 159)",['GraphQL' 'Node.js' 'PostgreSQL'],4,65.0,54.0,8.0,,1.0,2.0
3381,"(86, 120, 159, 2031)",['GraphQL' 'Node.js' 'PostgreSQL' 'React'],1,42.0,38.0,3.0,,,1.0
3382,"(86, 120, 160)",['Node.js' 'PostgreSQL' 'React Native'],1,45.0,24.0,18.0,,1.0,2.0
3383,"(86, 120, 160, 2031)",['Node.js' 'PostgreSQL' 'React' 'React Native'],1,23.0,16.0,6.0,,,1.0
3384,"(86, 120, 1615, 2031)",['API Integrations  ' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3385,"(86, 120, 166)",['Linux ' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3386,"(86, 120, 188, 2031)",['D3.js' 'Node.js' 'PostgreSQL' 'React'],1,5.0,5.0,,,,
3387,"(86, 120, 2031)",['Node.js' 'PostgreSQL' 'React'],8,201.0,136.0,46.0,4.0,1.0,14.0
3388,"(86, 120, 2031, 2052)",['Node.js' 'PostgreSQL' 'React' 'Virtual Reality'],1,0.0,,,,,
3389,"(86, 120, 2036)",['Angular' 'Node.js' 'PostgreSQL'],1,126.0,70.0,52.0,2.0,,2.0
3390,"(86, 120, 249, 2031)",['Cloud' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3391,"(86, 120, 282)",['Express.js' 'Node.js' 'PostgreSQL'],1,151.0,96.0,47.0,2.0,1.0,5.0
3392,"(86, 120, 282, 2031)",['Express.js' 'Node.js' 'PostgreSQL' 'React'],1,70.0,61.0,6.0,1.0,,2.0
3393,"(86, 120, 406, 470, 2031)",['Next.js' 'Node.js' 'PostgreSQL' 'React' 'SQLite'],1,0.0,,,,,
3394,"(86, 120, 433)",['AWS' 'Node.js' 'PostgreSQL'],1,8.0,5.0,2.0,,1.0,
3395,"(86, 120, 433, 1561, 2031)",['AWS' 'Mobile App Development' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3396,"(86, 120, 433, 2031)",['AWS' 'Node.js' 'PostgreSQL' 'React'],4,5.0,4.0,1.0,,,
3397,"(86, 120, 433, 2096)",['AWS' 'Go' 'Node.js' 'PostgreSQL'],1,3.0,2.0,,,1.0,
3398,"(86, 120, 508, 2036)",['Angular' 'Ionic' 'Node.js' 'PostgreSQL'],1,9.0,8.0,1.0,,,
3399,"(86, 121, 158, 2031, 2096)",['Go' 'PostgreSQL' 'React' 'Redux' 'Typescript'],1,3.0,3.0,,,,
3400,"(86, 121, 2031, 2050)",['PostgreSQL' 'Python(Django)' 'React' 'Redux'],1,12.0,9.0,3.0,,,
3401,"(86, 121, 2031, 2107)",['Nest.js' 'PostgreSQL' 'React' 'Redux'],1,0.0,,,,,
3402,"(86, 124, 388)",['.NET Core' 'PostgreSQL' 'Software Architecture'],1,0.0,,,,,
3403,"(86, 131)",['Heroku' 'PostgreSQL'],1,0.0,,,,,
3404,"(86, 131, 798, 836)",['AWS DevOps' 'Elastic BeanStalk' 'Heroku' 'PostgreSQL'],1,0.0,,,,,
3405,"(86, 158, 159, 282, 406)",['Express.js' 'GraphQL' 'Next.js' 'PostgreSQL' 'Typescript'],1,10.0,8.0,1.0,,1.0,
3406,"(86, 158, 2031)",['PostgreSQL' 'React' 'Typescript'],3,186.0,134.0,39.0,1.0,1.0,11.0
3407,"(86, 158, 2031, 2050)",['PostgreSQL' 'Python(Django)' 'React' 'Typescript'],1,21.0,20.0,1.0,,,
3408,"(86, 158, 2031, 2096)",['Go' 'PostgreSQL' 'React' 'Typescript'],1,13.0,13.0,,,,
3409,"(86, 158, 2036)",['Angular' 'PostgreSQL' 'Typescript'],1,138.0,74.0,59.0,2.0,1.0,2.0
3410,"(86, 158, 2036, 2050)",['Angular' 'PostgreSQL' 'Python(Django)' 'Typescript'],1,6.0,5.0,1.0,,,
3411,"(86, 158, 232, 433)",['AWS' 'DynamoDB' 'PostgreSQL' 'Typescript'],1,0.0,,,,,
3412,"(86, 159, 160, 388)",['.NET Core' 'GraphQL' 'PostgreSQL' 'React Native'],1,0.0,,,,,
3413,"(86, 159, 160, 406)",['GraphQL' 'Next.js' 'PostgreSQL' 'React Native'],1,6.0,5.0,,,1.0,
3414,"(86, 159, 2031)",['GraphQL' 'PostgreSQL' 'React'],1,56.0,45.0,10.0,,,1.0
3415,"(86, 159, 315)",['Elixir' 'GraphQL' 'PostgreSQL'],1,3.0,,2.0,1.0,,
3416,"(86, 159, 406, 2031)",['GraphQL' 'Next.js' 'PostgreSQL' 'React'],1,16.0,16.0,,,,
3417,"(86, 159, 602, 2031)",['GraphQL' 'Material UI' 'PostgreSQL' 'React'],1,0.0,,,,,
3418,"(86, 160)",['PostgreSQL' 'React Native'],1,114.0,53.0,44.0,,2.0,15.0
3419,"(86, 160, 1403)",['AWS Cognito' 'PostgreSQL' 'React Native'],1,11.0,9.0,2.0,,,
3420,"(86, 160, 2031)",['PostgreSQL' 'React' 'React Native'],1,44.0,29.0,13.0,,,2.0
3421,"(86, 160, 2050)",['PostgreSQL' 'Python(Django)' 'React Native'],1,11.0,8.0,2.0,,1.0,
3422,"(86, 160, 392, 2031, 2050)",['Flutter' 'PostgreSQL' 'Python(Django)' 'React' 'React Native'],1,1.0,1.0,,,,
3423,"(86, 160, 433, 2031)",['AWS' 'PostgreSQL' 'React' 'React Native'],1,1.0,1.0,,,,
3424,"(86, 166, 258, 1185)",['Git' 'Linux ' 'Oracle PL/SQL' 'PostgreSQL'],1,0.0,,,,,
3425,"(86, 2031)",['PostgreSQL' 'React'],1,372.0,205.0,120.0,4.0,2.0,41.0
3426,"(86, 2031, 2036)",['Angular' 'PostgreSQL' 'React'],1,44.0,34.0,7.0,,1.0,2.0
3427,"(86, 2031, 2050)",['PostgreSQL' 'Python(Django)' 'React'],3,46.0,32.0,11.0,,,3.0
3428,"(86, 2050)",['PostgreSQL' 'Python(Django)'],1,414.0,107.0,181.0,18.0,16.0,92.0
3429,"(86, 216, 1300, 2050)",['ETL' 'Pandas' 'PostgreSQL' 'Python(Django)'],1,0.0,,,,,
3430,"(86, 232, 433)",['AWS' 'DynamoDB' 'PostgreSQL'],1,0.0,,,,,
3431,"(86, 242, 433, 1300)",['AWS' 'Airflow' 'ETL' 'PostgreSQL'],1,0.0,,,,,
3432,"(86, 250)",['Amazon Redshift' 'PostgreSQL'],1,0.0,,,,,
3433,"(86, 250, 433, 2091)",['AWS' 'Amazon Redshift' 'Data Engineering' 'PostgreSQL'],1,0.0,,,,,
3434,"(86, 251, 433, 1013)",['AWS' 'AWS Lambda' 'Amazon Kinesis' 'PostgreSQL'],1,0.0,,,,,
3435,"(86, 258, 1234, 1688)",['Git' 'Gradle' 'Java 8' 'PostgreSQL'],1,0.0,,,,,
3436,"(86, 314, 2032)",['JavaScript Frameworks' 'PostgreSQL' 'SpringBoot'],1,0.0,,,,,
3437,"(86, 351, 467, 678, 2084, 2115)","['Data Analysis' 'Data Analyst' 'Data Extraction' 'PostgreSQL' 'Power BI'
 'QA']",1,0.0,,,,,
3438,"(86, 352, 2049, 2087)","['Apache' 'PHP, Laravel' 'PHP/MySQL' 'PostgreSQL']",1,0.0,,,,,
3439,"(86, 363, 2031)",['PostgreSQL' 'React' 'Symfony'],1,0.0,,,,,
3440,"(86, 387, 2036, 2050)",['Angular' 'HTML' 'PostgreSQL' 'Python(Django)'],1,3.0,3.0,,,,
3441,"(86, 392, 2107)",['Flutter' 'Nest.js' 'PostgreSQL'],1,0.0,,,,,
3442,"(86, 433)",['AWS' 'PostgreSQL'],1,56.0,22.0,26.0,3.0,3.0,2.0
3443,"(86, 433, 1688, 2020)",['AWS' 'Java 8' 'PostgreSQL' 'Spring'],1,0.0,,,,,
3444,"(86, 433, 2031)",['AWS' 'PostgreSQL' 'React'],1,6.0,5.0,1.0,,,
3445,"(86, 720, 2036, 2050)",['AWS Solutions Architecture' 'Angular' 'PostgreSQL' 'Python(Django)'],1,3.0,3.0,,,,
3446,"(86, 720, 2050)",['AWS Solutions Architecture' 'PostgreSQL' 'Python(Django)'],1,59.0,34.0,24.0,,,1.0
3447,"(86, 733, 1615)",['API Integrations  ' 'PostgreSQL' 'Pyth'],1,0.0,,,,,
3448,"(86, 87, 120, 158, 159, 2031)",['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript'],1,5.0,5.0,,,,
3449,"(86, 87, 120, 158, 353, 2031)",['Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript' 'UI Development'],1,0.0,,,,,
3450,"(86, 87, 93, 159)",['GraphQL' 'JavaScript' 'PostgreSQL' 'Redis'],1,0.0,,,,,
3451,"(86, 91, 113, 388)",['.NET Core' 'C#' 'MySQL' 'PostgreSQL'],1,0.0,,,,,
3452,"(86, 91, 120, 122, 433)",['AWS' 'C#' 'Node.js' 'PostgreSQL' 'Vue.js'],1,0.0,,,,,
3453,"(86, 93)",['JavaScript' 'PostgreSQL'],1,125.0,71.0,48.0,2.0,1.0,3.0
3454,"(86, 93, 107, 113, 121, 159, 258, 387, 2031)","['CSS' 'Git' 'GraphQL' 'HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'React'
 'Redux']",1,1.0,1.0,,,,
3455,"(86, 93, 107, 315)",['CSS' 'Elixir' 'JavaScript' 'PostgreSQL'],1,0.0,,,,,
3456,"(86, 93, 111, 120)",['JavaScript' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1,16.0,15.0,,,,1.0
3457,"(86, 93, 111, 268, 305, 2050)","['JavaScript' 'Machine Learning' 'Microservices' 'PostgreSQL'
 'Python(Django)' 'REST/RESTful APIs']",1,0.0,,,,,
3458,"(86, 93, 114)",['JavaScript' 'PostgreSQL' 'SQL'],1,125.0,71.0,48.0,2.0,1.0,3.0
3459,"(86, 93, 120)",['JavaScript' 'Node.js' 'PostgreSQL'],4,35.0,28.0,6.0,,,1.0
3460,"(86, 93, 120, 1123, 1938, 2031)",['JavaScript' 'Node.js' 'PostgreSQL' 'React' 'UI Design' 'UX Design'],1,0.0,,,,,
3461,"(86, 93, 120, 124, 606, 2036)","['Angular' 'JavaScript' 'NPM Packages Development' 'Node.js' 'PostgreSQL'
 'Software Architecture']",1,0.0,,,,,
3462,"(86, 93, 120, 158, 159, 2031)",['GraphQL' 'JavaScript' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,3.0,3.0,,,,
3463,"(86, 93, 120, 2107)",['JavaScript' 'Nest.js' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3464,"(86, 93, 120, 433)",['AWS' 'JavaScript' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3465,"(86, 93, 120, 433, 2031)",['AWS' 'JavaScript' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3466,"(86, 93, 158, 1397)",['AngularJS' 'JavaScript' 'PostgreSQL' 'Typescript'],1,8.0,7.0,1.0,,,
3467,"(86, 93, 2031)",['JavaScript' 'PostgreSQL' 'React'],1,17.0,15.0,2.0,,,
3468,"(86, 93, 2050)",['JavaScript' 'PostgreSQL' 'Python(Django)'],2,9.0,9.0,,,,
3469,"(86, 93, 315)",['Elixir' 'JavaScript' 'PostgreSQL'],1,0.0,,,,,
3470,"(86, 950, 2031)",['Gatsby' 'PostgreSQL' 'React'],1,0.0,,,,,
