,must_have_skill_ids_tuple,must_have_skill_names,num_must_have_skills,total_positions,chosen_sum_in_bulk_job,active_positions,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience,sk_li,single_skill,id,skill_name
9897,"(60, 2050)",['Google Cloud Platform' 'Python(Django)'],2.0,1.0,0,0.0,1.0,,,,1.0,,"['60', ' 2050']",2050,2050,Python(Django)
9898,"(60, 392, 393)",['Dart' 'Flutter' 'Google Cloud Platform'],3.0,1.0,1,0.0,0.0,,,,,,"['60', ' 392', ' 393']",60,60,Google Cloud Platform
9899,"(60, 392, 393)",['Dart' 'Flutter' 'Google Cloud Platform'],3.0,1.0,1,0.0,0.0,,,,,,"['60', ' 392', ' 393']",392,392,Flutter
9900,"(60, 392, 393)",['Dart' 'Flutter' 'Google Cloud Platform'],3.0,1.0,1,0.0,0.0,,,,,,"['60', ' 392', ' 393']",393,393,Dart
9901,"(60, 433)",['AWS' 'Google Cloud Platform'],2.0,1.0,0,0.0,2.0,,1.0,,1.0,,"['60', ' 433']",60,60,Google Cloud Platform
9902,"(60, 433)",['AWS' 'Google Cloud Platform'],2.0,1.0,0,0.0,2.0,,1.0,,1.0,,"['60', ' 433']",433,433,AWS
9903,"(60, 61, 180, 2096)",['Go' 'Google Cloud Platform' 'Kubernetes' 'TCP/IP'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 61', ' 180', ' 2096']",60,60,Google Cloud Platform
9904,"(60, 61, 180, 2096)",['Go' 'Google Cloud Platform' 'Kubernetes' 'TCP/IP'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 61', ' 180', ' 2096']",61,61,Kubernetes
9905,"(60, 61, 180, 2096)",['Go' 'Google Cloud Platform' 'Kubernetes' 'TCP/IP'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 61', ' 180', ' 2096']",180,180,TCP/IP
9906,"(60, 61, 180, 2096)",['Go' 'Google Cloud Platform' 'Kubernetes' 'TCP/IP'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 61', ' 180', ' 2096']",2096,2096,Go
9907,"(60, 63, 70, 166, 433)",['AWS' 'CI/CD' 'GCP' 'Google Cloud Platform' 'Linux '],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 70', ' 166', ' 433']",60,60,Google Cloud Platform
9908,"(60, 63, 70, 166, 433)",['AWS' 'CI/CD' 'GCP' 'Google Cloud Platform' 'Linux '],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 70', ' 166', ' 433']",63,63,CI/CD
9909,"(60, 63, 70, 166, 433)",['AWS' 'CI/CD' 'GCP' 'Google Cloud Platform' 'Linux '],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 70', ' 166', ' 433']",70,70,GCP
9910,"(60, 63, 70, 166, 433)",['AWS' 'CI/CD' 'GCP' 'Google Cloud Platform' 'Linux '],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 70', ' 166', ' 433']",166,166,Linux 
9911,"(60, 63, 70, 166, 433)",['AWS' 'CI/CD' 'GCP' 'Google Cloud Platform' 'Linux '],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 70', ' 166', ' 433']",433,433,AWS
9912,"(60, 63, 80, 114, 836)",['AWS DevOps' 'CI/CD' 'Google Cloud Platform' 'SQL' 'Terraform'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 80', ' 114', ' 836']",60,60,Google Cloud Platform
9913,"(60, 63, 80, 114, 836)",['AWS DevOps' 'CI/CD' 'Google Cloud Platform' 'SQL' 'Terraform'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 80', ' 114', ' 836']",63,63,CI/CD
9914,"(60, 63, 80, 114, 836)",['AWS DevOps' 'CI/CD' 'Google Cloud Platform' 'SQL' 'Terraform'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 80', ' 114', ' 836']",80,80,Terraform
9915,"(60, 63, 80, 114, 836)",['AWS DevOps' 'CI/CD' 'Google Cloud Platform' 'SQL' 'Terraform'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 80', ' 114', ' 836']",114,114,SQL
9916,"(60, 63, 80, 114, 836)",['AWS DevOps' 'CI/CD' 'Google Cloud Platform' 'SQL' 'Terraform'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 63', ' 80', ' 114', ' 836']",836,836,AWS DevOps
9917,"(60, 70, 80)",['GCP' 'Google Cloud Platform' 'Terraform'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 70', ' 80']",60,60,Google Cloud Platform
9918,"(60, 70, 80)",['GCP' 'Google Cloud Platform' 'Terraform'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 70', ' 80']",70,70,GCP
9919,"(60, 70, 80)",['GCP' 'Google Cloud Platform' 'Terraform'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 70', ' 80']",80,80,Terraform
9920,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",60,60,Google Cloud Platform
9921,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",73,73,GitHub
9922,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",93,93,JavaScript
9923,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",107,107,CSS
9924,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",122,122,Vue.js
9925,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",387,387,HTML
9926,"(60, 73, 93, 107, 122, 387, 2087)","['CSS' 'GitHub' 'Google Cloud Platform' 'HTML' 'JavaScript' 'PHP, Laravel'
 'Vue.js']",7.0,1.0,0,0.0,0.0,,,,,,"['60', ' 73', ' 93', ' 107', ' 122', ' 387', ' 2087']",2087,2087,"PHP, Laravel"
9927,"(60, 80)",['Google Cloud Platform' 'Terraform'],2.0,1.0,0,0.0,0.0,,,,,,"['60', ' 80']",60,60,Google Cloud Platform
9928,"(60, 80)",['Google Cloud Platform' 'Terraform'],2.0,1.0,0,0.0,0.0,,,,,,"['60', ' 80']",80,80,Terraform
9929,"(60, 86, 120, 1397)",['AngularJS' 'Google Cloud Platform' 'Node.js' 'PostgreSQL'],4.0,2.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 120', ' 1397']",60,60,Google Cloud Platform
9930,"(60, 86, 120, 1397)",['AngularJS' 'Google Cloud Platform' 'Node.js' 'PostgreSQL'],4.0,2.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 120', ' 1397']",86,86,PostgreSQL
9931,"(60, 86, 120, 1397)",['AngularJS' 'Google Cloud Platform' 'Node.js' 'PostgreSQL'],4.0,2.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 120', ' 1397']",120,120,Node.js
9932,"(60, 86, 120, 1397)",['AngularJS' 'Google Cloud Platform' 'Node.js' 'PostgreSQL'],4.0,2.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 120', ' 1397']",1397,1397,AngularJS
9933,"(60, 86, 836)",['AWS DevOps' 'Google Cloud Platform' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 836']",60,60,Google Cloud Platform
9934,"(60, 86, 836)",['AWS DevOps' 'Google Cloud Platform' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 836']",86,86,PostgreSQL
9935,"(60, 86, 836)",['AWS DevOps' 'Google Cloud Platform' 'PostgreSQL'],3.0,1.0,0,0.0,0.0,,,,,,"['60', ' 86', ' 836']",836,836,AWS DevOps
9936,"(60, 93, 107, 2031)",['CSS' 'Google Cloud Platform' 'JavaScript' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 107', ' 2031']",60,60,Google Cloud Platform
9937,"(60, 93, 107, 2031)",['CSS' 'Google Cloud Platform' 'JavaScript' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 107', ' 2031']",93,93,JavaScript
9938,"(60, 93, 107, 2031)",['CSS' 'Google Cloud Platform' 'JavaScript' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 107', ' 2031']",107,107,CSS
9939,"(60, 93, 107, 2031)",['CSS' 'Google Cloud Platform' 'JavaScript' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 107', ' 2031']",2031,2031,React
9940,"(60, 93, 120, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 2031']",60,60,Google Cloud Platform
9941,"(60, 93, 120, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 2031']",93,93,JavaScript
9942,"(60, 93, 120, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 2031']",120,120,Node.js
9943,"(60, 93, 120, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React'],4.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 2031']",2031,2031,React
9944,"(60, 93, 120, 377, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React' 'Team Management'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 377', ' 2031']",60,60,Google Cloud Platform
9945,"(60, 93, 120, 377, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React' 'Team Management'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 377', ' 2031']",93,93,JavaScript
9946,"(60, 93, 120, 377, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React' 'Team Management'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 377', ' 2031']",120,120,Node.js
9947,"(60, 93, 120, 377, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React' 'Team Management'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 377', ' 2031']",377,377,Team Management
9948,"(60, 93, 120, 377, 2031)",['Google Cloud Platform' 'JavaScript' 'Node.js' 'React' 'Team Management'],5.0,1.0,0,0.0,0.0,,,,,,"['60', ' 93', ' 120', ' 377', ' 2031']",2031,2031,React
9949,"(602, 1397)",['AngularJS' 'Material UI'],2.0,1.0,0,0.0,0.0,,,,,,"['602', ' 1397']",602,602,Material UI
9950,"(602, 1397)",['AngularJS' 'Material UI'],2.0,1.0,0,0.0,0.0,,,,,,"['602', ' 1397']",1397,1397,AngularJS
9951,"(604, 2031)",['Ant Design' 'React'],2.0,1.0,0,0.0,0.0,,,,,,"['604', ' 2031']",604,604,Ant Design
9952,"(604, 2031)",['Ant Design' 'React'],2.0,1.0,0,0.0,0.0,,,,,,"['604', ' 2031']",2031,2031,React
9953,"(607, 666, 2036)",['ASP.NET' 'Angular' 'Xamarin'],3.0,1.0,0,0.0,0.0,,,,,,"['607', ' 666', ' 2036']",607,607,Xamarin
9954,"(607, 666, 2036)",['ASP.NET' 'Angular' 'Xamarin'],3.0,1.0,0,0.0,0.0,,,,,,"['607', ' 666', ' 2036']",666,666,ASP.NET
9955,"(607, 666, 2036)",['ASP.NET' 'Angular' 'Xamarin'],3.0,1.0,0,0.0,0.0,,,,,,"['607', ' 666', ' 2036']",2036,2036,Angular
9956,"(609, 614, 1123, 1938)",['Adobe Photoshop' 'Figma' 'UI Design' 'UX Design'],4.0,1.0,0,0.0,0.0,,,,,,"['609', ' 614', ' 1123', ' 1938']",609,609,Adobe Photoshop
9957,"(609, 614, 1123, 1938)",['Adobe Photoshop' 'Figma' 'UI Design' 'UX Design'],4.0,1.0,0,0.0,0.0,,,,,,"['609', ' 614', ' 1123', ' 1938']",614,614,Figma
9958,"(609, 614, 1123, 1938)",['Adobe Photoshop' 'Figma' 'UI Design' 'UX Design'],4.0,1.0,0,0.0,0.0,,,,,,"['609', ' 614', ' 1123', ' 1938']",1123,1123,UI Design
9959,"(609, 614, 1123, 1938)",['Adobe Photoshop' 'Figma' 'UI Design' 'UX Design'],4.0,1.0,0,0.0,0.0,,,,,,"['609', ' 614', ' 1123', ' 1938']",1938,1938,UX Design
9960,"(61, 104, 158, 159, 2031)",['GraphQL' 'Kubernetes' 'React' 'Scala' 'Typescript'],5.0,1.0,0,0.0,0.0,,,,,,"['61', ' 104', ' 158', ' 159', ' 2031']",61,61,Kubernetes
9961,"(61, 104, 158, 159, 2031)",['GraphQL' 'Kubernetes' 'React' 'Scala' 'Typescript'],5.0,1.0,0,0.0,0.0,,,,,,"['61', ' 104', ' 158', ' 159', ' 2031']",104,104,Scala
9962,"(61, 104, 158, 159, 2031)",['GraphQL' 'Kubernetes' 'React' 'Scala' 'Typescript'],5.0,1.0,0,0.0,0.0,,,,,,"['61', ' 104', ' 158', ' 159', ' 2031']",158,158,Typescript
9963,"(61, 104, 158, 159, 2031)",['GraphQL' 'Kubernetes' 'React' 'Scala' 'Typescript'],5.0,1.0,0,0.0,0.0,,,,,,"['61', ' 104', ' 158', ' 159', ' 2031']",159,159,GraphQL
9964,"(61, 104, 158, 159, 2031)",['GraphQL' 'Kubernetes' 'React' 'Scala' 'Typescript'],5.0,1.0,0,0.0,0.0,,,,,,"['61', ' 104', ' 158', ' 159', ' 2031']",2031,2031,React
9965,"(61, 104, 433)",['AWS' 'Kubernetes' 'Scala'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 104', ' 433']",61,61,Kubernetes
9966,"(61, 104, 433)",['AWS' 'Kubernetes' 'Scala'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 104', ' 433']",104,104,Scala
9967,"(61, 104, 433)",['AWS' 'Kubernetes' 'Scala'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 104', ' 433']",433,433,AWS
9968,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",61,61,Kubernetes
9969,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",107,107,CSS
9970,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",158,158,Typescript
9971,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",159,159,GraphQL
9972,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",387,387,HTML
9973,"(61, 107, 158, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'Kubernetes' 'React' 'Typescript'],6.0,1.0,0,0.0,0.0,,,,,,"['61', ' 107', ' 158', ' 159', ' 387', ' 2031']",2031,2031,React
9974,"(61, 109, 305)",['.NET' 'Kubernetes' 'Microservices'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 109', ' 305']",61,61,Kubernetes
9975,"(61, 109, 305)",['.NET' 'Kubernetes' 'Microservices'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 109', ' 305']",109,109,.NET
9976,"(61, 109, 305)",['.NET' 'Kubernetes' 'Microservices'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 109', ' 305']",305,305,Microservices
9977,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",61,61,Kubernetes
9978,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",116,116,MongoDB
9979,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",120,120,Node.js
9980,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",158,158,Typescript
9981,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",171,171,EC2
9982,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",232,232,DynamoDB
9983,"(61, 116, 120, 158, 171, 232, 433)",['AWS' 'DynamoDB' 'EC2' 'Kubernetes' 'MongoDB' 'Node.js' 'Typescript'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 116', ' 120', ' 158', ' 171', ' 232', ' 433']",433,433,AWS
9984,"(61, 120)",['Kubernetes' 'Node.js'],2.0,1.0,0,0.0,103.0,39.0,43.0,10.0,2.0,9.0,"['61', ' 120']",61,61,Kubernetes
9985,"(61, 120)",['Kubernetes' 'Node.js'],2.0,1.0,0,0.0,103.0,39.0,43.0,10.0,2.0,9.0,"['61', ' 120']",120,120,Node.js
9986,"(61, 120, 159, 2031)",['GraphQL' 'Kubernetes' 'Node.js' 'React'],4.0,1.0,1,0.0,12.0,9.0,3.0,,,,"['61', ' 120', ' 159', ' 2031']",61,61,Kubernetes
9987,"(61, 120, 159, 2031)",['GraphQL' 'Kubernetes' 'Node.js' 'React'],4.0,1.0,1,0.0,12.0,9.0,3.0,,,,"['61', ' 120', ' 159', ' 2031']",120,120,Node.js
9988,"(61, 120, 159, 2031)",['GraphQL' 'Kubernetes' 'Node.js' 'React'],4.0,1.0,1,0.0,12.0,9.0,3.0,,,,"['61', ' 120', ' 159', ' 2031']",159,159,GraphQL
9989,"(61, 120, 159, 2031)",['GraphQL' 'Kubernetes' 'Node.js' 'React'],4.0,1.0,1,0.0,12.0,9.0,3.0,,,,"['61', ' 120', ' 159', ' 2031']",2031,2031,React
9990,"(61, 158, 2031, 2096)",['Go' 'Kubernetes' 'React' 'Typescript'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['61', ' 158', ' 2031', ' 2096']",61,61,Kubernetes
9991,"(61, 158, 2031, 2096)",['Go' 'Kubernetes' 'React' 'Typescript'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['61', ' 158', ' 2031', ' 2096']",158,158,Typescript
9992,"(61, 158, 2031, 2096)",['Go' 'Kubernetes' 'React' 'Typescript'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['61', ' 158', ' 2031', ' 2096']",2031,2031,React
9993,"(61, 158, 2031, 2096)",['Go' 'Kubernetes' 'React' 'Typescript'],4.0,1.0,0,0.0,3.0,3.0,,,,,"['61', ' 158', ' 2031', ' 2096']",2096,2096,Go
9994,"(61, 159)",['GraphQL' 'Kubernetes'],2.0,1.0,0,0.0,26.0,15.0,10.0,,,1.0,"['61', ' 159']",61,61,Kubernetes
9995,"(61, 159)",['GraphQL' 'Kubernetes'],2.0,1.0,0,0.0,26.0,15.0,10.0,,,1.0,"['61', ' 159']",159,159,GraphQL
9996,"(61, 160, 1297)",['Kubernetes' 'React Native' 'Solution Architecture'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 160', ' 1297']",61,61,Kubernetes
9997,"(61, 160, 1297)",['Kubernetes' 'React Native' 'Solution Architecture'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 160', ' 1297']",160,160,React Native
9998,"(61, 160, 1297)",['Kubernetes' 'React Native' 'Solution Architecture'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 160', ' 1297']",1297,1297,Solution Architecture
9999,"(61, 166, 305)",['Kubernetes' 'Linux ' 'Microservices'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 166', ' 305']",61,61,Kubernetes
10000,"(61, 166, 305)",['Kubernetes' 'Linux ' 'Microservices'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 166', ' 305']",166,166,Linux 
10001,"(61, 166, 305)",['Kubernetes' 'Linux ' 'Microservices'],3.0,1.0,0,1.0,0.0,,,,,,"['61', ' 166', ' 305']",305,305,Microservices
10002,"(61, 166, 433)",['AWS' 'Kubernetes' 'Linux '],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 166', ' 433']",61,61,Kubernetes
10003,"(61, 166, 433)",['AWS' 'Kubernetes' 'Linux '],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 166', ' 433']",166,166,Linux 
10004,"(61, 166, 433)",['AWS' 'Kubernetes' 'Linux '],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 166', ' 433']",433,433,AWS
10005,"(61, 192, 433)",['AWS' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 433']",61,61,Kubernetes
10006,"(61, 192, 433)",['AWS' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 433']",192,192,Big Data
10007,"(61, 192, 433)",['AWS' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 433']",433,433,AWS
10008,"(61, 192, 836)",['AWS DevOps' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 836']",61,61,Kubernetes
10009,"(61, 192, 836)",['AWS DevOps' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 836']",192,192,Big Data
10010,"(61, 192, 836)",['AWS DevOps' 'Big Data' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 192', ' 836']",836,836,AWS DevOps
10011,"(61, 2031)",['Kubernetes' 'React'],2.0,1.0,0,0.0,101.0,39.0,42.0,1.0,,19.0,"['61', ' 2031']",61,61,Kubernetes
10012,"(61, 2031)",['Kubernetes' 'React'],2.0,1.0,0,0.0,101.0,39.0,42.0,1.0,,19.0,"['61', ' 2031']",2031,2031,React
10013,"(61, 249, 433)",['AWS' 'Cloud' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 249', ' 433']",61,61,Kubernetes
10014,"(61, 249, 433)",['AWS' 'Cloud' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 249', ' 433']",249,249,Cloud
10015,"(61, 249, 433)",['AWS' 'Cloud' 'Kubernetes'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 249', ' 433']",433,433,AWS
10016,"(61, 249, 720)",['AWS Solutions Architecture' 'Cloud' 'Kubernetes'],3.0,1.0,1,0.0,0.0,,,,,,"['61', ' 249', ' 720']",61,61,Kubernetes
10017,"(61, 249, 720)",['AWS Solutions Architecture' 'Cloud' 'Kubernetes'],3.0,1.0,1,0.0,0.0,,,,,,"['61', ' 249', ' 720']",249,249,Cloud
10018,"(61, 249, 720)",['AWS Solutions Architecture' 'Cloud' 'Kubernetes'],3.0,1.0,1,0.0,0.0,,,,,,"['61', ' 249', ' 720']",720,720,AWS Solutions Architecture
10019,"(61, 305, 363)",['Kubernetes' 'Microservices' 'Symfony'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 305', ' 363']",61,61,Kubernetes
10020,"(61, 305, 363)",['Kubernetes' 'Microservices' 'Symfony'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 305', ' 363']",305,305,Microservices
10021,"(61, 305, 363)",['Kubernetes' 'Microservices' 'Symfony'],3.0,1.0,0,0.0,0.0,,,,,,"['61', ' 305', ' 363']",363,363,Symfony
10022,"(61, 359)",['Jenkins' 'Kubernetes'],2.0,4.0,0,0.0,98.0,24.0,48.0,20.0,,6.0,"['61', ' 359']",61,61,Kubernetes
10023,"(61, 359)",['Jenkins' 'Kubernetes'],2.0,4.0,0,0.0,98.0,24.0,48.0,20.0,,6.0,"['61', ' 359']",359,359,Jenkins
10024,"(61, 433)",['AWS' 'Kubernetes'],2.0,3.0,0,0.0,32.0,10.0,14.0,6.0,1.0,1.0,"['61', ' 433']",61,61,Kubernetes
10025,"(61, 433)",['AWS' 'Kubernetes'],2.0,3.0,0,0.0,32.0,10.0,14.0,6.0,1.0,1.0,"['61', ' 433']",433,433,AWS
10026,"(61, 62, 63, 80, 83, 85, 249)",['Ansible' 'CI/CD' 'Cloud' 'Grafana' 'Kubernetes' 'Prometheus' 'Terraform'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 62', ' 63', ' 80', ' 83', ' 85', ' 249']",61,61,Kubernetes
10027,"(61, 62, 63, 80, 83, 85, 249)",['Ansible' 'CI/CD' 'Cloud' 'Grafana' 'Kubernetes' 'Prometheus' 'Terraform'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 62', ' 63', ' 80', ' 83', ' 85', ' 249']",62,62,Ansible
10028,"(61, 62, 63, 80, 83, 85, 249)",['Ansible' 'CI/CD' 'Cloud' 'Grafana' 'Kubernetes' 'Prometheus' 'Terraform'],7.0,1.0,0,0.0,0.0,,,,,,"['61', ' 62', ' 63', ' 80', ' 83', ' 85', ' 249']",63,63,CI/CD
