,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
2971,"(857, 1403, 1710)",['AWS Amplify' 'AWS Cognito' 'Nuxt.js'],1.0,0.0,1,['AWS Amplify' 'AWS Cognito' 'Nuxt.js'],1,11.0,5.0,6.0,,,
2972,"(86, 104, 111, 120, 2036)",['Angular' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs' 'Scala'],1.0,0.0,0,['Angular' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs' 'Scala'],1,1.0,1.0,,,,
2973,"(86, 107, 113, 116, 120, 122, 305, 311, 598, 2031)","['CSS' 'Javascript ES6' 'Microservices' 'MongoDB' 'MySQL' 'Node.js'
 'PostgreSQL' 'React' 'SASS' 'Vue.js']",1.0,0.0,0,"['CSS' 'Javascript ES6' 'Microservices' 'MongoDB' 'MySQL' 'Node.js'
 'PostgreSQL' 'React' 'SASS' 'Vue.js']",1,0.0,,,,,
2974,"(86, 111, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1.0,0.0,0,['MySQL' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1,248.0,146.0,86.0,8.0,5.0,3.0
2975,"(86, 111, 116, 406, 433)",['AWS' 'MongoDB' 'Next.js' 'PostgreSQL' 'REST/RESTful APIs'],1.0,1.0,0,['AWS' 'MongoDB' 'Next.js' 'PostgreSQL' 'REST/RESTful APIs'],1,1.0,,,,1.0,
2976,"(86, 111, 120, 158, 166, 282)","['Express.js' 'Linux ' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'
 'Typescript']",1.0,0.0,0,"['Express.js' 'Linux ' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'
 'Typescript']",1,0.0,,,,,
2977,"(86, 111, 1688, 1821)",['Java 8' 'MS SQL Server' 'PostgreSQL' 'REST/RESTful APIs'],1.0,1.0,0,['Java 8' 'MS SQL Server' 'PostgreSQL' 'REST/RESTful APIs'],1,0.0,,,,,
2978,"(86, 111, 2050)",['PostgreSQL' 'Python(Django)' 'REST/RESTful APIs'],2.0,0.0,1,['PostgreSQL' 'Python(Django)' 'REST/RESTful APIs'],2,93.0,48.0,38.0,,1.0,6.0
2979,"(86, 111, 2087)","['PHP, Laravel' 'PostgreSQL' 'REST/RESTful APIs']",1.0,0.0,0,"['PHP, Laravel' 'PostgreSQL' 'REST/RESTful APIs']",1,114.0,56.0,55.0,,2.0,1.0
2980,"(86, 113, 120)",['MySQL' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['MySQL' 'Node.js' 'PostgreSQL'],1,681.0,303.0,295.0,48.0,14.0,21.0
2981,"(86, 113, 120, 158, 2031)",['MySQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['MySQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,128.0,99.0,20.0,1.0,1.0,7.0
2982,"(86, 113, 165)",['MySQL' 'PHP' 'PostgreSQL'],1.0,0.0,0,['MySQL' 'PHP' 'PostgreSQL'],1,888.0,258.0,460.0,96.0,49.0,25.0
2983,"(86, 113, 165, 358)",['Laravel' 'MySQL' 'PHP' 'PostgreSQL'],1.0,0.0,0,['Laravel' 'MySQL' 'PHP' 'PostgreSQL'],1,464.0,146.0,274.0,26.0,5.0,13.0
2984,"(86, 114, 1186)",['Oracle SQL' 'PostgreSQL' 'SQL'],1.0,0.0,0,['Oracle SQL' 'PostgreSQL' 'SQL'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
2985,"(86, 114, 158, 159, 433, 1013, 2031)",['AWS' 'AWS Lambda' 'GraphQL' 'PostgreSQL' 'React' 'SQL' 'Typescript'],1.0,0.0,0,['AWS' 'AWS Lambda' 'GraphQL' 'PostgreSQL' 'React' 'SQL' 'Typescript'],1,0.0,,,,,
2986,"(86, 114, 2050)",['PostgreSQL' 'Python(Django)' 'SQL'],3.0,0.0,2,['PostgreSQL' 'Python(Django)' 'SQL'],3,414.0,107.0,181.0,18.0,16.0,92.0
2987,"(86, 114, 2084)",['Data Analyst' 'PostgreSQL' 'SQL'],1.0,0.0,1,['Data Analyst' 'PostgreSQL' 'SQL'],1,903.0,64.0,245.0,88.0,30.0,476.0
2988,"(86, 114, 249, 433)",['AWS' 'Cloud' 'PostgreSQL' 'SQL'],1.0,0.0,0,['AWS' 'Cloud' 'PostgreSQL' 'SQL'],1,0.0,,,,,
2989,"(86, 114, 433)",['AWS' 'PostgreSQL' 'SQL'],1.0,0.0,1,['AWS' 'PostgreSQL' 'SQL'],1,56.0,22.0,26.0,3.0,3.0,2.0
2990,"(86, 116, 120)",['MongoDB' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['MongoDB' 'Node.js' 'PostgreSQL'],1,156.0,93.0,53.0,3.0,3.0,4.0
2991,"(86, 116, 120, 2031)",['MongoDB' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['MongoDB' 'Node.js' 'PostgreSQL' 'React'],1,59.0,49.0,6.0,1.0,1.0,2.0
2992,"(86, 116, 159, 282)",['Express.js' 'GraphQL' 'MongoDB' 'PostgreSQL'],1.0,0.0,0,['Express.js' 'GraphQL' 'MongoDB' 'PostgreSQL'],1,21.0,19.0,1.0,,1.0,
2993,"(86, 116, 433)",['AWS' 'MongoDB' 'PostgreSQL'],1.0,0.0,0,['AWS' 'MongoDB' 'PostgreSQL'],1,7.0,3.0,3.0,,1.0,
2994,"(86, 120)",['Node.js' 'PostgreSQL'],5.0,0.0,2,['Node.js' 'PostgreSQL'],3,681.0,303.0,295.0,48.0,14.0,21.0
2995,"(86, 120, 131, 158, 159, 2107)",['GraphQL' 'Heroku' 'Nest.js' 'Node.js' 'PostgreSQL' 'Typescript'],1.0,0.0,0,['GraphQL' 'Heroku' 'Nest.js' 'Node.js' 'PostgreSQL' 'Typescript'],1,0.0,,,,,
2996,"(86, 120, 131, 158, 433, 2031)",['AWS' 'Heroku' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['AWS' 'Heroku' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,0.0,,,,,
2997,"(86, 120, 131, 282, 2031)",['Express.js' 'Heroku' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['Express.js' 'Heroku' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
2998,"(86, 120, 132, 158, 433)",['AWS' 'Firebase' 'Node.js' 'PostgreSQL' 'Typescript'],1.0,0.0,1,['AWS' 'Firebase' 'Node.js' 'PostgreSQL' 'Typescript'],1,2.0,1.0,,,1.0,
2999,"(86, 120, 158)",['Node.js' 'PostgreSQL' 'Typescript'],8.0,6.0,0,['Node.js' 'PostgreSQL' 'Typescript'],4,259.0,157.0,82.0,6.0,3.0,11.0
3000,"(86, 120, 158, 159)",['GraphQL' 'Node.js' 'PostgreSQL' 'Typescript'],3.0,2.0,1,['GraphQL' 'Node.js' 'PostgreSQL' 'Typescript'],2,50.0,43.0,4.0,,1.0,2.0
3001,"(86, 120, 158, 159, 2031)",['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,34.0,32.0,1.0,,,1.0
3002,"(86, 120, 158, 160)",['Node.js' 'PostgreSQL' 'React Native' 'Typescript'],1.0,0.0,0,['Node.js' 'PostgreSQL' 'React Native' 'Typescript'],1,26.0,21.0,3.0,,1.0,1.0
3003,"(86, 120, 158, 160, 1013, 2031, 2107)","['AWS Lambda' 'Nest.js' 'Node.js' 'PostgreSQL' 'React' 'React Native'
 'Typescript']",1.0,0.0,1,"['AWS Lambda' 'Nest.js' 'Node.js' 'PostgreSQL' 'React' 'React Native'
 'Typescript']",1,0.0,,,,,
3004,"(86, 120, 158, 1615, 2031)",['API Integrations  ' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['API Integrations  ' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,0.0,,,,,
3005,"(86, 120, 158, 2031)",['Node.js' 'PostgreSQL' 'React' 'Typescript'],3.0,0.0,0,['Node.js' 'PostgreSQL' 'React' 'Typescript'],4,128.0,99.0,20.0,1.0,1.0,7.0
3006,"(86, 120, 158, 282)",['Express.js' 'Node.js' 'PostgreSQL' 'Typescript'],1.0,0.0,0,['Express.js' 'Node.js' 'PostgreSQL' 'Typescript'],1,97.0,68.0,23.0,1.0,1.0,4.0
3007,"(86, 120, 158, 328, 812)",['Node.js' 'PostgreSQL' 'Third party APIs' 'Typescript' 'Windows SDK'],2.0,0.0,1,['Node.js' 'PostgreSQL' 'Third party APIs' 'Typescript' 'Windows SDK'],2,0.0,,,,,
3008,"(86, 120, 158, 433)",['AWS' 'Node.js' 'PostgreSQL' 'Typescript'],3.0,0.0,2,['AWS' 'Node.js' 'PostgreSQL' 'Typescript'],2,7.0,4.0,2.0,,1.0,
3009,"(86, 120, 158, 433, 2127)",['AWS' 'Node.js' 'PostgreSQL' 'Serverless' 'Typescript'],1.0,0.0,0,['AWS' 'Node.js' 'PostgreSQL' 'Serverless' 'Typescript'],1,0.0,,,,,
3010,"(86, 120, 159)",['GraphQL' 'Node.js' 'PostgreSQL'],4.0,0.0,0,['GraphQL' 'Node.js' 'PostgreSQL'],4,65.0,54.0,8.0,,1.0,2.0
3011,"(86, 120, 160)",['Node.js' 'PostgreSQL' 'React Native'],1.0,0.0,0,['Node.js' 'PostgreSQL' 'React Native'],1,45.0,24.0,18.0,,1.0,2.0
3012,"(86, 120, 160, 2031)",['Node.js' 'PostgreSQL' 'React' 'React Native'],1.0,0.0,1,['Node.js' 'PostgreSQL' 'React' 'React Native'],1,23.0,16.0,6.0,,,1.0
3013,"(86, 120, 1615, 2031)",['API Integrations  ' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,1,['API Integrations  ' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3014,"(86, 120, 166)",['Linux ' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['Linux ' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3015,"(86, 120, 188, 2031)",['D3.js' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['D3.js' 'Node.js' 'PostgreSQL' 'React'],1,5.0,5.0,,,,
3016,"(86, 120, 2031)",['Node.js' 'PostgreSQL' 'React'],10.0,0.0,5,['Node.js' 'PostgreSQL' 'React'],8,201.0,136.0,46.0,4.0,1.0,14.0
3017,"(86, 120, 2031, 2052)",['Node.js' 'PostgreSQL' 'React' 'Virtual Reality'],1.0,0.0,0,['Node.js' 'PostgreSQL' 'React' 'Virtual Reality'],1,0.0,,,,,
3018,"(86, 120, 2036)",['Angular' 'Node.js' 'PostgreSQL'],1.0,0.0,1,['Angular' 'Node.js' 'PostgreSQL'],1,126.0,70.0,52.0,2.0,,2.0
3019,"(86, 120, 249, 2031)",['Cloud' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['Cloud' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3020,"(86, 120, 282)",['Express.js' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['Express.js' 'Node.js' 'PostgreSQL'],1,151.0,96.0,47.0,2.0,1.0,5.0
3021,"(86, 120, 282, 2031)",['Express.js' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['Express.js' 'Node.js' 'PostgreSQL' 'React'],1,70.0,61.0,6.0,1.0,,2.0
3022,"(86, 120, 406, 470, 2031)",['Next.js' 'Node.js' 'PostgreSQL' 'React' 'SQLite'],1.0,0.0,0,['Next.js' 'Node.js' 'PostgreSQL' 'React' 'SQLite'],1,0.0,,,,,
3023,"(86, 120, 433)",['AWS' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['AWS' 'Node.js' 'PostgreSQL'],1,8.0,5.0,2.0,,1.0,
3024,"(86, 120, 433, 1561, 2031)",['AWS' 'Mobile App Development' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['AWS' 'Mobile App Development' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3025,"(86, 120, 433, 2031)",['AWS' 'Node.js' 'PostgreSQL' 'React'],4.0,0.0,1,['AWS' 'Node.js' 'PostgreSQL' 'React'],4,5.0,4.0,1.0,,,
3026,"(86, 120, 433, 2096)",['AWS' 'Go' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['AWS' 'Go' 'Node.js' 'PostgreSQL'],1,3.0,2.0,,,1.0,
3027,"(86, 120, 508, 2036)",['Angular' 'Ionic' 'Node.js' 'PostgreSQL'],1.0,0.0,1,['Angular' 'Ionic' 'Node.js' 'PostgreSQL'],1,9.0,8.0,1.0,,,
3028,"(86, 121, 158, 2031, 2096)",['Go' 'PostgreSQL' 'React' 'Redux' 'Typescript'],2.0,0.0,1,['Go' 'PostgreSQL' 'React' 'Redux' 'Typescript'],1,3.0,3.0,,,,
3029,"(86, 121, 2031, 2107)",['Nest.js' 'PostgreSQL' 'React' 'Redux'],1.0,0.0,0,['Nest.js' 'PostgreSQL' 'React' 'Redux'],1,0.0,,,,,
3030,"(86, 124, 388)",['.NET Core' 'PostgreSQL' 'Software Architecture'],1.0,0.0,0,['.NET Core' 'PostgreSQL' 'Software Architecture'],1,0.0,,,,,
3031,"(86, 131)",['Heroku' 'PostgreSQL'],1.0,0.0,0,['Heroku' 'PostgreSQL'],1,0.0,,,,,
3032,"(86, 131, 798, 836)",['AWS DevOps' 'Elastic BeanStalk' 'Heroku' 'PostgreSQL'],1.0,0.0,0,['AWS DevOps' 'Elastic BeanStalk' 'Heroku' 'PostgreSQL'],1,0.0,,,,,
3033,"(86, 158, 159, 282, 406)",['Express.js' 'GraphQL' 'Next.js' 'PostgreSQL' 'Typescript'],1.0,0.0,0,['Express.js' 'GraphQL' 'Next.js' 'PostgreSQL' 'Typescript'],1,10.0,8.0,1.0,,1.0,
3034,"(86, 158, 2031)",['PostgreSQL' 'React' 'Typescript'],3.0,0.0,1,['PostgreSQL' 'React' 'Typescript'],3,186.0,134.0,39.0,1.0,1.0,11.0
3035,"(86, 158, 2031, 2050)",['PostgreSQL' 'Python(Django)' 'React' 'Typescript'],1.0,0.0,1,['PostgreSQL' 'Python(Django)' 'React' 'Typescript'],1,21.0,20.0,1.0,,,
3036,"(86, 158, 2031, 2096)",['Go' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['Go' 'PostgreSQL' 'React' 'Typescript'],1,13.0,13.0,,,,
3037,"(86, 158, 2036)",['Angular' 'PostgreSQL' 'Typescript'],1.0,0.0,1,['Angular' 'PostgreSQL' 'Typescript'],1,138.0,74.0,59.0,2.0,1.0,2.0
3038,"(86, 158, 2036, 2050)",['Angular' 'PostgreSQL' 'Python(Django)' 'Typescript'],1.0,0.0,0,['Angular' 'PostgreSQL' 'Python(Django)' 'Typescript'],1,6.0,5.0,1.0,,,
3039,"(86, 158, 232, 433)",['AWS' 'DynamoDB' 'PostgreSQL' 'Typescript'],1.0,0.0,0,['AWS' 'DynamoDB' 'PostgreSQL' 'Typescript'],1,0.0,,,,,
3040,"(86, 159, 160, 388)",['.NET Core' 'GraphQL' 'PostgreSQL' 'React Native'],1.0,0.0,0,['.NET Core' 'GraphQL' 'PostgreSQL' 'React Native'],1,0.0,,,,,
3041,"(86, 159, 160, 406)",['GraphQL' 'Next.js' 'PostgreSQL' 'React Native'],1.0,0.0,1,['GraphQL' 'Next.js' 'PostgreSQL' 'React Native'],1,6.0,5.0,,,1.0,
3042,"(86, 159, 2031)",['GraphQL' 'PostgreSQL' 'React'],1.0,0.0,0,['GraphQL' 'PostgreSQL' 'React'],1,56.0,45.0,10.0,,,1.0
3043,"(86, 159, 315)",['Elixir' 'GraphQL' 'PostgreSQL'],1.0,0.0,0,['Elixir' 'GraphQL' 'PostgreSQL'],1,3.0,,2.0,1.0,,
3044,"(86, 159, 406, 2031)",['GraphQL' 'Next.js' 'PostgreSQL' 'React'],1.0,0.0,0,['GraphQL' 'Next.js' 'PostgreSQL' 'React'],1,16.0,16.0,,,,
3045,"(86, 159, 602, 2031)",['GraphQL' 'Material UI' 'PostgreSQL' 'React'],1.0,0.0,0,['GraphQL' 'Material UI' 'PostgreSQL' 'React'],1,0.0,,,,,
3046,"(86, 160)",['PostgreSQL' 'React Native'],1.0,0.0,0,['PostgreSQL' 'React Native'],1,114.0,53.0,44.0,,2.0,15.0
3047,"(86, 160, 1403)",['AWS Cognito' 'PostgreSQL' 'React Native'],1.0,0.0,0,['AWS Cognito' 'PostgreSQL' 'React Native'],1,11.0,9.0,2.0,,,
3048,"(86, 160, 2031)",['PostgreSQL' 'React' 'React Native'],1.0,0.0,0,['PostgreSQL' 'React' 'React Native'],1,44.0,29.0,13.0,,,2.0
3049,"(86, 160, 2050)",['PostgreSQL' 'Python(Django)' 'React Native'],1.0,0.0,1,['PostgreSQL' 'Python(Django)' 'React Native'],1,11.0,8.0,2.0,,1.0,
3050,"(86, 160, 392, 2031, 2050)",['Flutter' 'PostgreSQL' 'Python(Django)' 'React' 'React Native'],1.0,0.0,0,['Flutter' 'PostgreSQL' 'Python(Django)' 'React' 'React Native'],1,1.0,1.0,,,,
3051,"(86, 160, 433, 2031)",['AWS' 'PostgreSQL' 'React' 'React Native'],1.0,0.0,0,['AWS' 'PostgreSQL' 'React' 'React Native'],1,1.0,1.0,,,,
3052,"(86, 166, 258, 1185)",['Git' 'Linux ' 'Oracle PL/SQL' 'PostgreSQL'],1.0,0.0,0,['Git' 'Linux ' 'Oracle PL/SQL' 'PostgreSQL'],1,0.0,,,,,
3053,"(86, 2031)",['PostgreSQL' 'React'],1.0,0.0,0,['PostgreSQL' 'React'],1,372.0,205.0,120.0,4.0,2.0,41.0
3054,"(86, 2031, 2036)",['Angular' 'PostgreSQL' 'React'],1.0,0.0,1,['Angular' 'PostgreSQL' 'React'],1,44.0,34.0,7.0,,1.0,2.0
3055,"(86, 2031, 2050)",['PostgreSQL' 'Python(Django)' 'React'],3.0,0.0,1,['PostgreSQL' 'Python(Django)' 'React'],3,46.0,32.0,11.0,,,3.0
3056,"(86, 2050)",['PostgreSQL' 'Python(Django)'],1.0,0.0,1,['PostgreSQL' 'Python(Django)'],1,414.0,107.0,181.0,18.0,16.0,92.0
3057,"(86, 216, 1300, 2050)",['ETL' 'Pandas' 'PostgreSQL' 'Python(Django)'],1.0,0.0,0,['ETL' 'Pandas' 'PostgreSQL' 'Python(Django)'],1,0.0,,,,,
3058,"(86, 242, 433, 1300)",['AWS' 'Airflow' 'ETL' 'PostgreSQL'],1.0,0.0,0,['AWS' 'Airflow' 'ETL' 'PostgreSQL'],1,0.0,,,,,
3059,"(86, 250, 433, 2091)",['AWS' 'Amazon Redshift' 'Data Engineering' 'PostgreSQL'],1.0,0.0,0,['AWS' 'Amazon Redshift' 'Data Engineering' 'PostgreSQL'],1,0.0,,,,,
3060,"(86, 251, 433, 1013)",['AWS' 'AWS Lambda' 'Amazon Kinesis' 'PostgreSQL'],1.0,0.0,0,['AWS' 'AWS Lambda' 'Amazon Kinesis' 'PostgreSQL'],1,0.0,,,,,
3061,"(86, 258, 1234, 1688)",['Git' 'Gradle' 'Java 8' 'PostgreSQL'],1.0,0.0,0,['Git' 'Gradle' 'Java 8' 'PostgreSQL'],1,0.0,,,,,
3062,"(86, 314, 2032)",['JavaScript Frameworks' 'PostgreSQL' 'SpringBoot'],1.0,0.0,0,['JavaScript Frameworks' 'PostgreSQL' 'SpringBoot'],1,0.0,,,,,
3063,"(86, 352, 2049, 2087)","['Apache' 'PHP, Laravel' 'PHP/MySQL' 'PostgreSQL']",1.0,0.0,0,"['Apache' 'PHP, Laravel' 'PHP/MySQL' 'PostgreSQL']",1,0.0,,,,,
3064,"(86, 363, 2031)",['PostgreSQL' 'React' 'Symfony'],1.0,0.0,0,['PostgreSQL' 'React' 'Symfony'],1,0.0,,,,,
3065,"(86, 387, 2036, 2050)",['Angular' 'HTML' 'PostgreSQL' 'Python(Django)'],1.0,0.0,1,['Angular' 'HTML' 'PostgreSQL' 'Python(Django)'],1,3.0,3.0,,,,
3066,"(86, 392, 2107)",['Flutter' 'Nest.js' 'PostgreSQL'],1.0,0.0,0,['Flutter' 'Nest.js' 'PostgreSQL'],1,0.0,,,,,
3067,"(86, 433)",['AWS' 'PostgreSQL'],1.0,0.0,1,['AWS' 'PostgreSQL'],1,56.0,22.0,26.0,3.0,3.0,2.0
3068,"(86, 433, 1688, 2020)",['AWS' 'Java 8' 'PostgreSQL' 'Spring'],1.0,0.0,0,['AWS' 'Java 8' 'PostgreSQL' 'Spring'],1,0.0,,,,,
3069,"(86, 433, 2031)",['AWS' 'PostgreSQL' 'React'],1.0,0.0,0,['AWS' 'PostgreSQL' 'React'],1,6.0,5.0,1.0,,,
3070,"(86, 720, 2036, 2050)",['AWS Solutions Architecture' 'Angular' 'PostgreSQL' 'Python(Django)'],1.0,0.0,0,['AWS Solutions Architecture' 'Angular' 'PostgreSQL' 'Python(Django)'],1,3.0,3.0,,,,
3071,"(86, 720, 2050)",['AWS Solutions Architecture' 'PostgreSQL' 'Python(Django)'],1.0,0.0,0,['AWS Solutions Architecture' 'PostgreSQL' 'Python(Django)'],1,59.0,34.0,24.0,,,1.0
3072,"(86, 733, 1615)",['API Integrations  ' 'PostgreSQL' 'Pyth'],1.0,0.0,0,['API Integrations  ' 'PostgreSQL' 'Pyth'],1,0.0,,,,,
3073,"(86, 87, 120, 158, 159, 2031)",['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript'],1.0,0.0,0,['GraphQL' 'Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript'],1,5.0,5.0,,,,
3074,"(86, 87, 120, 158, 353, 2031)",['Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript' 'UI Development'],1.0,0.0,0,['Node.js' 'PostgreSQL' 'React' 'Redis' 'Typescript' 'UI Development'],1,0.0,,,,,
3075,"(86, 87, 93, 159)",['GraphQL' 'JavaScript' 'PostgreSQL' 'Redis'],1.0,0.0,0,['GraphQL' 'JavaScript' 'PostgreSQL' 'Redis'],1,0.0,,,,,
3076,"(86, 91, 113, 388)",['.NET Core' 'C#' 'MySQL' 'PostgreSQL'],1.0,0.0,0,['.NET Core' 'C#' 'MySQL' 'PostgreSQL'],1,0.0,,,,,
3077,"(86, 91, 120, 122, 433)",['AWS' 'C#' 'Node.js' 'PostgreSQL' 'Vue.js'],1.0,0.0,0,['AWS' 'C#' 'Node.js' 'PostgreSQL' 'Vue.js'],1,0.0,,,,,
3078,"(86, 93)",['JavaScript' 'PostgreSQL'],1.0,0.0,1,['JavaScript' 'PostgreSQL'],1,125.0,71.0,48.0,2.0,1.0,3.0
3079,"(86, 93, 107, 113, 121, 159, 258, 387, 2031)","['CSS' 'Git' 'GraphQL' 'HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'React'
 'Redux']",1.0,0.0,0,"['CSS' 'Git' 'GraphQL' 'HTML' 'JavaScript' 'MySQL' 'PostgreSQL' 'React'
 'Redux']",1,1.0,1.0,,,,
3080,"(86, 93, 107, 315)",['CSS' 'Elixir' 'JavaScript' 'PostgreSQL'],1.0,0.0,0,['CSS' 'Elixir' 'JavaScript' 'PostgreSQL'],1,0.0,,,,,
3081,"(86, 93, 111, 120)",['JavaScript' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1.0,0.0,0,['JavaScript' 'Node.js' 'PostgreSQL' 'REST/RESTful APIs'],1,16.0,15.0,,,,1.0
3082,"(86, 93, 111, 268, 305, 2050)","['JavaScript' 'Machine Learning' 'Microservices' 'PostgreSQL'
 'Python(Django)' 'REST/RESTful APIs']",1.0,0.0,0,"['JavaScript' 'Machine Learning' 'Microservices' 'PostgreSQL'
 'Python(Django)' 'REST/RESTful APIs']",1,0.0,,,,,
3083,"(86, 93, 120)",['JavaScript' 'Node.js' 'PostgreSQL'],4.0,0.0,1,['JavaScript' 'Node.js' 'PostgreSQL'],4,35.0,28.0,6.0,,,1.0
3084,"(86, 93, 120, 1123, 1938, 2031)",['JavaScript' 'Node.js' 'PostgreSQL' 'React' 'UI Design' 'UX Design'],1.0,0.0,1,['JavaScript' 'Node.js' 'PostgreSQL' 'React' 'UI Design' 'UX Design'],1,0.0,,,,,
3085,"(86, 93, 120, 124, 606, 2036)","['Angular' 'JavaScript' 'NPM Packages Development' 'Node.js' 'PostgreSQL'
 'Software Architecture']",1.0,0.0,0,"['Angular' 'JavaScript' 'NPM Packages Development' 'Node.js' 'PostgreSQL'
 'Software Architecture']",1,0.0,,,,,
3086,"(86, 93, 120, 158, 159, 2031)",['GraphQL' 'JavaScript' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1.0,0.0,0,['GraphQL' 'JavaScript' 'Node.js' 'PostgreSQL' 'React' 'Typescript'],1,3.0,3.0,,,,
3087,"(86, 93, 120, 2107)",['JavaScript' 'Nest.js' 'Node.js' 'PostgreSQL'],1.0,0.0,0,['JavaScript' 'Nest.js' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3088,"(86, 93, 120, 433)",['AWS' 'JavaScript' 'Node.js' 'PostgreSQL'],2.0,0.0,0,['AWS' 'JavaScript' 'Node.js' 'PostgreSQL'],1,0.0,,,,,
3089,"(86, 93, 120, 433, 2031)",['AWS' 'JavaScript' 'Node.js' 'PostgreSQL' 'React'],1.0,0.0,0,['AWS' 'JavaScript' 'Node.js' 'PostgreSQL' 'React'],1,0.0,,,,,
3090,"(86, 93, 2031)",['JavaScript' 'PostgreSQL' 'React'],1.0,0.0,0,['JavaScript' 'PostgreSQL' 'React'],1,17.0,15.0,2.0,,,
3091,"(86, 93, 2050)",['JavaScript' 'PostgreSQL' 'Python(Django)'],2.0,0.0,2,['JavaScript' 'PostgreSQL' 'Python(Django)'],2,9.0,9.0,,,,
3092,"(86, 93, 315)",['Elixir' 'JavaScript' 'PostgreSQL'],1.0,0.0,0,['Elixir' 'JavaScript' 'PostgreSQL'],1,0.0,,,,,
3093,"(86, 950, 2031)",['Gatsby' 'PostgreSQL' 'React'],1.0,0.0,1,['Gatsby' 'PostgreSQL' 'React'],1,0.0,,,,,
3094,"(86,)",['PostgreSQL'],1.0,0.0,0,['PostgreSQL'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
3095,"(862, 2031)",['React' 'Web Development'],1.0,0.0,0,['React' 'Web Development'],1,0.0,,,,,
3096,"(87, 116, 120, 145)",['MongoDB' 'Node.js' 'Redis' 'Web Sockets'],1.0,0.0,0,['MongoDB' 'Node.js' 'Redis' 'Web Sockets'],1,8.0,6.0,1.0,,1.0,
3097,"(87, 120, 158, 406, 475, 1163, 2031)",['Next.js' 'Node.js' 'React' 'Redis' 'Solidity' 'Typescript' 'Web3'],1.0,0.0,0,['Next.js' 'Node.js' 'React' 'Redis' 'Solidity' 'Typescript' 'Web3'],1,0.0,,,,,
3098,"(87, 93, 113, 116, 122)",['JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],1.0,0.0,1,['JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],1,0.0,,,,,
3099,"(876, 1058, 2031)",['ASP.NET Core' 'ASP.NET MVC' 'React'],1.0,0.0,0,['ASP.NET Core' 'ASP.NET MVC' 'React'],1,67.0,25.0,29.0,1.0,2.0,10.0
3100,"(876, 2031)",['ASP.NET Core' 'React'],1.0,0.0,0,['ASP.NET Core' 'React'],1,67.0,25.0,29.0,1.0,2.0,10.0
